Date,ABC
2019-04-08,78.12000274658203
2019-04-09,77.43000030517578
2019-04-10,74.0
2019-04-11,74.18000030517578
2019-04-12,74.73999786376953
2019-04-15,76.11000061035156
2019-04-16,75.3499984741211
2019-04-17,72.30000305175781
2019-04-18,72.44999694824219
2019-04-22,71.05999755859375
2019-04-23,73.43000030517578
2019-04-24,74.08999633789062
2019-04-25,73.72000122070312
2019-04-26,74.05000305175781
2019-04-29,74.51000213623047
2019-04-30,74.76000213623047
2019-05-01,73.38999938964844
2019-05-02,77.05999755859375
2019-05-03,79.13999938964844
2019-05-06,78.30999755859375
2019-05-07,77.45999908447266
2019-05-08,78.72000122070312
2019-05-09,79.18000030517578
2019-05-10,77.47000122070312
2019-05-13,75.68000030517578
2019-05-14,76.69000244140625
2019-05-15,77.86000061035156
2019-05-16,77.58999633789062
2019-05-17,77.7300033569336
2019-05-20,79.2300033569336
2019-05-21,80.56999969482422
2019-05-22,81.80000305175781
2019-05-23,80.44000244140625
2019-05-24,80.68000030517578
2019-05-28,80.88999938964844
2019-05-29,78.3499984741211
2019-05-30,78.31999969482422
2019-05-31,77.86000061035156
2019-06-03,80.37000274658203
2019-06-04,82.20999908447266
2019-06-05,81.6500015258789
2019-06-06,81.75
2019-06-07,83.4800033569336
2019-06-10,84.7699966430664
2019-06-11,84.72000122070312
2019-06-12,85.37999725341797
2019-06-13,86.44000244140625
2019-06-14,85.05000305175781
2019-06-17,85.33999633789062
2019-06-18,85.44999694824219
2019-06-19,86.05999755859375
2019-06-20,85.55999755859375
2019-06-21,84.45999908447266
2019-06-24,83.5199966430664
2019-06-25,84.27999877929688
2019-06-26,83.77999877929688
2019-06-27,85.62999725341797
2019-06-28,85.26000213623047
2019-07-01,85.58999633789062
2019-07-02,85.45999908447266
2019-07-03,87.58999633789062
2019-07-05,87.97000122070312
2019-07-08,87.83000183105469
2019-07-09,88.2300033569336
2019-07-10,89.30000305175781
2019-07-11,90.52999877929688
2019-07-12,89.8499984741211
2019-07-15,89.93000030517578
2019-07-16,89.0
2019-07-17,85.45999908447266
2019-07-18,86.76000213623047
2019-07-19,85.5199966430664
2019-07-22,85.05000305175781
2019-07-23,85.80999755859375
2019-07-24,86.88999938964844
2019-07-25,85.93000030517578
2019-07-26,86.12000274658203
2019-07-29,87.2300033569336
2019-07-30,88.72000122070312
2019-07-31,87.1500015258789
2019-08-01,91.69999694824219
2019-08-02,90.44000244140625
2019-08-05,88.69999694824219
2019-08-06,84.11000061035156
2019-08-07,85.8499984741211
2019-08-08,87.88999938964844
2019-08-09,87.44999694824219
2019-08-12,87.37999725341797
2019-08-13,89.26000213623047
2019-08-14,86.33999633789062
2019-08-15,85.97000122070312
2019-08-16,87.33999633789062
2019-08-19,87.75
2019-08-20,86.30000305175781
2019-08-21,86.31999969482422
2019-08-22,85.55000305175781
2019-08-23,83.54000091552734
2019-08-26,85.9000015258789
2019-08-27,81.27999877929688
2019-08-28,81.01000213623047
2019-08-29,81.91000366210938
2019-08-30,82.2699966430664
2019-09-03,84.04000091552734
2019-09-04,85.18000030517578
2019-09-05,86.04000091552734
2019-09-06,86.31999969482422
2019-09-09,87.12999725341797
2019-09-10,85.87999725341797
2019-09-11,87.79000091552734
2019-09-12,84.63999938964844
2019-09-13,83.41999816894531
2019-09-16,83.79000091552734
2019-09-17,83.18000030517578
2019-09-18,83.0
2019-09-19,84.62999725341797
2019-09-20,85.12000274658203
2019-09-23,83.8499984741211
2019-09-24,82.69999694824219
2019-09-25,83.2300033569336
2019-09-26,82.0
2019-09-27,80.94000244140625
2019-09-30,82.33000183105469
2019-10-01,82.12000274658203
2019-10-02,80.9800033569336
2019-10-03,81.33999633789062
2019-10-04,81.8499984741211
2019-10-07,81.86000061035156
2019-10-08,80.16999816894531
2019-10-09,80.37000274658203
2019-10-10,80.81999969482422
2019-10-11,81.95999908447266
2019-10-14,81.58000183105469
2019-10-15,83.19999694824219
2019-10-16,86.05000305175781
2019-10-17,89.5
2019-10-18,89.63999938964844
2019-10-21,86.66000366210938
2019-10-22,86.05999755859375
2019-10-23,85.6500015258789
2019-10-24,85.9800033569336
2019-10-25,86.80000305175781
2019-10-28,87.38999938964844
2019-10-29,88.87000274658203
2019-10-30,85.8499984741211
2019-10-31,85.37999725341797
2019-11-01,86.87000274658203
2019-11-04,87.5
2019-11-05,86.12999725341797
2019-11-06,84.70999908447266
2019-11-07,84.08000183105469
2019-11-08,86.06999969482422
2019-11-11,84.04000091552734
2019-11-12,85.54000091552734
2019-11-13,86.08999633789062
2019-11-14,86.12999725341797
2019-11-15,87.30000305175781
2019-11-18,87.7699966430664
2019-11-19,87.80999755859375
2019-11-20,87.55000305175781
2019-11-21,88.30999755859375
2019-11-22,90.26000213623047
2019-11-25,90.63999938964844
2019-11-26,87.8499984741211
2019-11-27,88.51000213623047
2019-11-29,87.91000366210938
2019-12-02,87.83000183105469
2019-12-03,87.43000030517578
2019-12-04,88.36000061035156
2019-12-05,87.81999969482422
2019-12-06,88.23999786376953
2019-12-09,86.38999938964844
2019-12-10,86.76000213623047
2019-12-11,86.66000366210938
2019-12-12,86.79000091552734
2019-12-13,84.8499984741211
2019-12-16,85.95999908447266
2019-12-17,83.1500015258789
2019-12-18,83.55000305175781
2019-12-19,83.80000305175781
2019-12-20,85.66999816894531
2019-12-23,85.5999984741211
2019-12-24,85.41999816894531
2019-12-26,85.05000305175781
2019-12-27,84.91000366210938
2019-12-30,83.63999938964844
2019-12-31,85.0199966430664
2020-01-02,85.08000183105469
2020-01-03,84.01000213623047
2020-01-06,85.23999786376953
2020-01-07,84.62999725341797
2020-01-08,85.44999694824219
2020-01-09,86.66000366210938
2020-01-10,87.04000091552734
2020-01-13,86.1500015258789
2020-01-14,88.83000183105469
2020-01-15,91.37000274658203
2020-01-16,91.45999908447266
2020-01-17,91.05999755859375
2020-01-21,91.25
2020-01-22,92.02999877929688
2020-01-23,91.16000366210938
2020-01-24,88.91999816894531
2020-01-27,87.5199966430664
2020-01-28,89.11000061035156
2020-01-29,89.86000061035156
2020-01-30,88.87999725341797
2020-01-31,85.55999755859375
2020-02-03,85.69999694824219
2020-02-04,88.08999633789062
2020-02-05,91.44000244140625
2020-02-06,92.4800033569336
2020-02-07,91.94000244140625
2020-02-10,93.5999984741211
2020-02-11,94.56999969482422
2020-02-12,95.77999877929688
2020-02-13,94.5199966430664
2020-02-14,94.36000061035156
2020-02-18,94.30999755859375
2020-02-19,95.12999725341797
2020-02-20,96.52999877929688
2020-02-21,97.0
2020-02-24,94.93000030517578
2020-02-25,92.93000030517578
2020-02-26,93.70999908447266
2020-02-27,86.58999633789062
2020-02-28,84.31999969482422
2020-03-02,87.16000366210938
2020-03-03,85.87000274658203
2020-03-04,90.37999725341797
2020-03-05,86.97000122070312
2020-03-06,85.80999755859375
2020-03-09,83.2699966430664
2020-03-10,86.06999969482422
2020-03-11,84.95999908447266
2020-03-12,80.48999786376953
2020-03-13,90.0
2020-03-16,80.5
2020-03-17,89.5
2020-03-18,84.97000122070312
2020-03-19,86.0
2020-03-20,80.61000061035156
2020-03-23,73.93000030517578
2020-03-24,79.8499984741211
2020-03-25,75.3499984741211
2020-03-26,84.16000366210938
2020-03-27,81.77999877929688
2020-03-30,88.0999984741211
2020-03-31,88.5
2020-04-01,86.2300033569336
2020-04-02,83.88999938964844
2020-04-03,81.33999633789062
2020-04-06,86.29000091552734
2020-04-07,87.19999694824219
2020-04-08,88.33000183105469
2020-04-09,87.80999755859375
2020-04-13,85.44999694824219
2020-04-14,89.41999816894531
2020-04-15,88.33000183105469
2020-04-16,86.27999877929688
2020-04-17,89.19000244140625
2020-04-20,89.62000274658203
2020-04-21,85.56999969482422
2020-04-22,86.5
2020-04-23,87.26000213623047
2020-04-24,88.69999694824219
2020-04-27,90.77999877929688
2020-04-28,89.52999877929688
2020-04-29,89.33999633789062
2020-04-30,89.66000366210938
2020-05-01,86.37999725341797
2020-05-04,86.41999816894531
2020-05-05,87.97000122070312
2020-05-06,85.5
2020-05-07,88.73999786376953
2020-05-08,88.08999633789062
2020-05-11,90.63999938964844
2020-05-12,88.58000183105469
2020-05-13,84.1500015258789
2020-05-14,84.02999877929688
2020-05-15,85.75
2020-05-18,89.19999694824219
2020-05-19,89.62999725341797
2020-05-20,92.7300033569336
2020-05-21,92.25
2020-05-22,93.13999938964844
2020-05-26,90.77999877929688
2020-05-27,93.33000183105469
2020-05-28,94.4000015258789
2020-05-29,95.33999633789062
2020-06-01,95.1500015258789
2020-06-02,98.66000366210938
2020-06-03,99.48999786376953
2020-06-04,99.44999694824219
2020-06-05,98.97000122070312
2020-06-08,102.30000305175781
2020-06-09,99.9000015258789
2020-06-10,96.94999694824219
2020-06-11,93.51000213623047
2020-06-12,94.87000274658203
2020-06-15,96.20999908447266
2020-06-16,99.11000061035156
2020-06-17,100.1500015258789
2020-06-18,100.25
2020-06-19,102.1500015258789
2020-06-22,101.7300033569336
2020-06-23,101.5
2020-06-24,98.83999633789062
2020-06-25,100.66999816894531
2020-06-26,99.18000030517578
2020-06-29,98.98999786376953
2020-06-30,100.7699966430664
2020-07-01,99.44999694824219
2020-07-02,100.08999633789062
2020-07-06,100.72000122070312
2020-07-07,98.30000305175781
2020-07-08,97.20999908447266
2020-07-09,96.38999938964844
2020-07-10,97.05000305175781
2020-07-13,97.2699966430664
2020-07-14,99.33000183105469
2020-07-15,101.9000015258789
2020-07-16,102.73999786376953
2020-07-17,104.44999694824219
2020-07-20,102.19000244140625
2020-07-21,104.1500015258789
2020-07-22,103.80999755859375
2020-07-23,104.02999877929688
2020-07-24,103.76000213623047
2020-07-27,104.0
2020-07-28,102.11000061035156
2020-07-29,103.30999755859375
2020-07-30,102.16999816894531
2020-07-31,100.19000244140625
2020-08-03,104.4800033569336
2020-08-04,104.69999694824219
2020-08-05,103.5
2020-08-06,101.61000061035156
2020-08-07,102.0999984741211
2020-08-10,103.04000091552734
2020-08-11,101.37999725341797
2020-08-12,103.55000305175781
2020-08-13,102.7300033569336
2020-08-14,103.75
2020-08-17,103.41999816894531
2020-08-18,102.83999633789062
2020-08-19,101.70999908447266
2020-08-20,99.04000091552734
2020-08-21,98.1500015258789
2020-08-24,97.56999969482422
2020-08-25,98.27999877929688
2020-08-26,97.66000366210938
2020-08-27,98.12999725341797
2020-08-28,97.55000305175781
2020-08-31,97.02999877929688
2020-09-01,94.30000305175781
2020-09-02,98.29000091552734
2020-09-03,97.58000183105469
2020-09-04,96.5999984741211
2020-09-08,95.36000061035156
2020-09-09,96.19999694824219
2020-09-10,94.2699966430664
2020-09-11,94.08000183105469
2020-09-14,94.5999984741211
2020-09-15,94.9000015258789
2020-09-16,96.79000091552734
2020-09-17,96.80999755859375
2020-09-18,96.83000183105469
2020-09-21,95.81999969482422
2020-09-22,95.26000213623047
2020-09-23,94.13999938964844
2020-09-24,94.66000366210938
2020-09-25,96.80000305175781
2020-09-28,97.58000183105469
2020-09-29,96.16000366210938
2020-09-30,96.91999816894531
2020-10-01,95.36000061035156
2020-10-02,95.37999725341797
2020-10-05,96.38999938964844
2020-10-06,95.62999725341797
2020-10-07,95.58999633789062
2020-10-08,98.48999786376953
2020-10-09,96.86000061035156
2020-10-12,96.86000061035156
2020-10-13,97.2699966430664
2020-10-14,98.44000244140625
2020-10-15,99.3499984741211
2020-10-16,99.5199966430664
2020-10-19,97.80000305175781
2020-10-20,97.98999786376953
2020-10-21,97.7300033569336
2020-10-22,98.72000122070312
2020-10-23,99.37999725341797
2020-10-26,98.37000274658203
2020-10-27,97.6500015258789
2020-10-28,95.69999694824219
2020-10-29,94.58999633789062
2020-10-30,96.06999969482422
2020-11-02,98.94000244140625
2020-11-03,102.1500015258789
2020-11-04,104.98999786376953
2020-11-05,105.41999816894531
2020-11-06,103.94999694824219
2020-11-09,106.26000213623047
2020-11-10,110.08000183105469
2020-11-11,107.33000183105469
2020-11-12,106.0999984741211
2020-11-13,108.12000274658203
2020-11-16,109.01000213623047
2020-11-17,104.88999938964844
2020-11-18,103.44000244140625
2020-11-19,101.9000015258789
2020-11-20,100.45999908447266
2020-11-23,100.4800033569336
2020-11-24,103.0999984741211
2020-11-25,103.11000061035156
2020-11-27,103.19999694824219
2020-11-30,103.11000061035156
2020-12-01,102.19000244140625
2020-12-02,103.12000274658203
2020-12-03,101.5
2020-12-04,102.9800033569336
2020-12-07,99.48999786376953
2020-12-08,100.43000030517578
2020-12-09,101.11000061035156
2020-12-10,99.37000274658203
2020-12-11,98.05999755859375
2020-12-14,97.12000274658203
2020-12-15,99.02999877929688
2020-12-16,98.37000274658203
2020-12-17,98.73999786376953
2020-12-18,98.61000061035156
2020-12-21,97.66999816894531
2020-12-22,96.72000122070312
2020-12-23,97.23999786376953
2020-12-24,96.97000122070312
2020-12-28,96.80000305175781
2020-12-29,97.12000274658203
2020-12-30,96.95999908447266
2020-12-31,97.76000213623047
2021-01-04,96.5
2021-01-05,97.76000213623047
2021-01-06,106.16999816894531
2021-01-07,110.12999725341797
2021-01-08,110.02999877929688
2021-01-11,107.3499984741211
2021-01-12,106.5199966430664
2021-01-13,105.62000274658203
2021-01-14,105.63999938964844
2021-01-15,106.80000305175781
2021-01-19,103.5
2021-01-20,103.79000091552734
2021-01-21,104.91000366210938
2021-01-22,107.76000213623047
2021-01-25,106.87000274658203
2021-01-26,108.83999633789062
2021-01-27,106.83999633789062
2021-01-28,106.9000015258789
2021-01-29,104.19999694824219
2021-02-01,106.88999938964844
2021-02-02,105.62000274658203
2021-02-03,105.52999877929688
2021-02-04,111.91999816894531
2021-02-05,109.69000244140625
2021-02-08,108.48999786376953
2021-02-09,107.43000030517578
2021-02-10,106.2699966430664
2021-02-11,104.52999877929688
2021-02-12,105.18000030517578
2021-02-16,103.37000274658203
2021-02-17,105.30999755859375
2021-02-18,105.26000213623047
2021-02-19,105.87000274658203
2021-02-22,106.12000274658203
2021-02-23,106.47000122070312
2021-02-24,105.19999694824219
2021-02-25,102.8499984741211
2021-02-26,101.22000122070312
2021-03-01,103.16999816894531
2021-03-02,104.25
2021-03-03,103.33999633789062
2021-03-04,102.98999786376953
2021-03-05,104.83000183105469
2021-03-08,107.51000213623047
2021-03-09,110.12999725341797
2021-03-10,111.83000183105469
2021-03-11,109.86000061035156
2021-03-12,112.91999816894531
2021-03-15,113.86000061035156
2021-03-16,112.86000061035156
2021-03-17,114.0
2021-03-18,115.62999725341797
2021-03-19,115.91999816894531
2021-03-22,116.3499984741211
2021-03-23,113.7699966430664
2021-03-24,115.37000274658203
2021-03-25,117.33999633789062
2021-03-26,118.7300033569336
2021-03-29,119.05000305175781
2021-03-30,119.05999755859375
2021-03-31,118.06999969482422
2021-04-01,116.88999938964844
2021-04-05,117.01000213623047
2021-04-06,115.98999786376953
2021-04-07,116.4800033569336
2021-04-08,115.44999694824219
2021-04-09,116.80999755859375
2021-04-12,117.54000091552734
2021-04-13,117.12000274658203
2021-04-14,118.0
2021-04-15,119.04000091552734
2021-04-16,119.69000244140625
2021-04-19,119.5
2021-04-20,120.5
2021-04-21,121.16000366210938
2021-04-22,120.88999938964844
2021-04-23,121.6500015258789
2021-04-26,119.7300033569336
2021-04-27,118.80000305175781
2021-04-28,119.33000183105469
2021-04-29,121.25
2021-04-30,120.80000305175781
2021-05-03,123.79000091552734
2021-05-04,125.8499984741211
2021-05-05,118.81999969482422
2021-05-06,117.62999725341797
2021-05-07,120.86000061035156
2021-05-10,123.25
2021-05-11,120.0999984741211
2021-05-12,120.08999633789062
2021-05-13,119.45999908447266
2021-05-14,116.5199966430664
2021-05-17,118.11000061035156
2021-05-18,116.94999694824219
2021-05-19,118.73999786376953
2021-05-20,120.04000091552734
2021-05-21,120.06999969482422
2021-05-24,118.5199966430664
2021-05-25,114.98999786376953
2021-05-26,114.68000030517578
2021-05-27,115.01000213623047
2021-05-28,114.73999786376953
2021-06-01,114.31999969482422
2021-06-02,115.12000274658203
2021-06-03,116.80000305175781
2021-06-04,116.91999816894531
2021-06-07,118.26000213623047
2021-06-08,117.9000015258789
2021-06-09,117.4000015258789
2021-06-10,120.94000244140625
2021-06-11,119.83999633789062
2021-06-14,118.7300033569336
2021-06-15,119.02999877929688
2021-06-16,118.36000061035156
2021-06-17,118.11000061035156
2021-06-18,114.41999816894531
2021-06-21,116.62000274658203
2021-06-22,116.69000244140625
2021-06-23,115.80999755859375
2021-06-24,115.4800033569336
2021-06-25,116.33999633789062
2021-06-28,114.73999786376953
2021-06-29,114.44000244140625
2021-06-30,114.48999786376953
2021-07-01,116.44000244140625
2021-07-02,116.62000274658203
2021-07-06,115.41999816894531
2021-07-07,115.04000091552734
2021-07-08,114.44000244140625
2021-07-09,115.12999725341797
2021-07-12,115.55000305175781
2021-07-13,114.20999908447266
2021-07-14,113.55999755859375
2021-07-15,113.16000366210938
2021-07-16,112.87999725341797
2021-07-19,112.5999984741211
2021-07-20,116.48999786376953
2021-07-21,118.22000122070312
2021-07-22,119.83999633789062
2021-07-23,121.30999755859375
2021-07-26,120.79000091552734
2021-07-27,121.41000366210938
2021-07-28,121.33999633789062
2021-07-29,122.70999908447266
2021-07-30,122.16999816894531
2021-08-02,122.7300033569336
2021-08-03,123.70999908447266
2021-08-04,125.55000305175781
2021-08-05,121.88999938964844
2021-08-06,120.63999938964844
2021-08-09,120.2300033569336
2021-08-10,118.97000122070312
2021-08-11,119.23999786376953
2021-08-12,120.04000091552734
2021-08-13,119.56999969482422
2021-08-16,120.06999969482422
2021-08-17,120.94000244140625
2021-08-18,118.58000183105469
2021-08-19,119.26000213623047
2021-08-20,119.54000091552734
2021-08-23,119.68000030517578
2021-08-24,118.0
2021-08-25,118.08999633789062
2021-08-26,116.80999755859375
2021-08-27,119.88999938964844
2021-08-30,119.5199966430664
2021-08-31,122.20999908447266
2021-09-01,122.68000030517578
2021-09-02,124.9800033569336
2021-09-03,125.13999938964844
2021-09-07,124.20999908447266
2021-09-08,124.30999755859375
2021-09-09,123.5999984741211
2021-09-10,122.80999755859375
2021-09-13,123.63999938964844
2021-09-14,123.08999633789062
2021-09-15,125.80000305175781
2021-09-16,124.2300033569336
2021-09-17,123.47000122070312
2021-09-20,121.97000122070312
2021-09-21,121.5
2021-09-22,122.08999633789062
2021-09-23,122.55000305175781
2021-09-24,122.30000305175781
2021-09-27,122.62999725341797
2021-09-28,121.29000091552734
2021-09-29,122.5
2021-09-30,119.44999694824219
2021-10-01,119.80999755859375
2021-10-04,118.33000183105469
2021-10-05,118.61000061035156
2021-10-06,116.9000015258789
2021-10-07,118.56999969482422
2021-10-08,119.37000274658203
2021-10-11,122.4000015258789
2021-10-12,119.7300033569336
2021-10-13,118.83999633789062
2021-10-14,120.11000061035156
2021-10-15,119.86000061035156
2021-10-18,118.37999725341797
2021-10-19,119.83999633789062
2021-10-20,122.25
2021-10-21,122.70999908447266
2021-10-22,123.31999969482422
2021-10-25,122.5999984741211
2021-10-26,122.95999908447266
2021-10-27,119.55000305175781
2021-10-28,120.69999694824219
2021-10-29,122.0199966430664
2021-11-01,122.80999755859375
2021-11-02,125.19999694824219
2021-11-03,128.2899932861328
2021-11-04,126.77999877929688
2021-11-05,127.56999969482422
2021-11-08,125.9800033569336
2021-11-09,124.66999816894531
2021-11-10,125.68000030517578
2021-11-11,125.69000244140625
2021-11-12,125.33999633789062
2021-11-15,124.41999816894531
2021-11-16,123.86000061035156
2021-11-17,124.66999816894531
2021-11-18,124.48999786376953
2021-11-19,120.5199966430664
2021-11-22,121.12000274658203
2021-11-23,123.66000366210938
2021-11-24,123.44000244140625
2021-11-26,120.2300033569336
2021-11-29,120.2300033569336
2021-11-30,115.75
2021-12-01,114.08000183105469
2021-12-02,115.80000305175781
2021-12-03,116.76000213623047
2021-12-06,118.9000015258789
2021-12-07,119.5199966430664
2021-12-08,120.8499984741211
2021-12-09,121.69000244140625
2021-12-10,123.12999725341797
2021-12-13,122.5199966430664
2021-12-14,123.30000305175781
2021-12-15,123.7699966430664
2021-12-16,123.9800033569336
2021-12-17,125.18000030517578
2021-12-20,126.01000213623047
2021-12-21,127.61000061035156
2021-12-22,127.80999755859375
2021-12-23,129.52999877929688
2021-12-27,131.89999389648438
2021-12-28,132.36000061035156
2021-12-29,133.33999633789062
2021-12-30,133.77000427246094
2021-12-31,132.88999938964844
2022-01-03,132.6199951171875
2022-01-04,131.36000061035156
2022-01-05,132.5
2022-01-06,130.4499969482422
2022-01-07,133.1199951171875
2022-01-10,134.63999938964844
2022-01-11,136.4499969482422
2022-01-12,135.7100067138672
2022-01-13,134.88999938964844
2022-01-14,136.1999969482422
2022-01-18,133.80999755859375
2022-01-19,132.38999938964844
2022-01-20,132.8800048828125
2022-01-21,131.52000427246094
2022-01-24,131.5500030517578
2022-01-25,131.05999755859375
2022-01-26,130.5500030517578
2022-01-27,134.69000244140625
2022-01-28,136.8000030517578
2022-01-31,136.1999969482422
2022-02-01,137.66000366210938
2022-02-02,136.0800018310547
2022-02-03,137.8800048828125
2022-02-04,136.61000061035156
2022-02-07,139.41000366210938
2022-02-08,142.24000549316406
2022-02-09,142.9199981689453
2022-02-10,141.5399932861328
2022-02-11,140.24000549316406
2022-02-14,140.17999267578125
2022-02-15,141.47999572753906
2022-02-16,142.72999572753906
2022-02-17,142.11000061035156
2022-02-18,141.5
2022-02-22,140.55999755859375
2022-02-23,139.47000122070312
2022-02-24,137.86000061035156
2022-02-25,141.9199981689453
2022-02-28,142.52999877929688
2022-03-01,141.97000122070312
2022-03-02,143.0
2022-03-03,145.47000122070312
2022-03-04,147.3000030517578
2022-03-07,144.83999633789062
2022-03-08,144.41000366210938
2022-03-09,145.8300018310547
2022-03-10,146.1699981689453
2022-03-11,144.55999755859375
2022-03-14,146.14999389648438
2022-03-15,151.38999938964844
2022-03-16,150.5
2022-03-17,152.1999969482422
2022-03-18,152.0
2022-03-21,153.17999267578125
2022-03-22,152.11000061035156
2022-03-23,151.52999877929688
2022-03-24,152.61000061035156
2022-03-25,154.69000244140625
2022-03-28,154.72999572753906
2022-03-29,155.0399932861328
2022-03-30,155.13999938964844
2022-03-31,154.7100067138672
2022-04-01,156.52000427246094
2022-04-04,154.75
2022-04-05,155.75999450683594
2022-04-06,158.13999938964844
2022-04-07,162.9199981689453
2022-04-08,165.44000244140625
2022-04-11,162.64999389648438
2022-04-12,162.6199951171875
2022-04-13,162.9600067138672
2022-04-14,161.2100067138672
2022-04-18,161.89999389648438
2022-04-19,162.85000610351562
2022-04-20,165.72999572753906
2022-04-21,165.02000427246094
2022-04-22,159.0
2022-04-25,158.47000122070312
2022-04-26,157.25
2022-04-27,157.4600067138672
2022-04-28,157.75
2022-04-29,151.2899932861328
2022-05-02,148.97000122070312
2022-05-03,150.75999450683594
2022-05-04,156.7899932861328
2022-05-05,155.19000244140625
2022-05-06,159.00999450683594
2022-05-09,157.32000732421875
2022-05-10,159.64999389648438
2022-05-11,161.3000030517578
2022-05-12,151.61000061035156
2022-05-13,152.88999938964844
2022-05-16,154.5500030517578
2022-05-17,156.92999267578125
2022-05-18,151.11000061035156
2022-05-19,149.3800048828125
2022-05-20,150.17999267578125
2022-05-23,152.6999969482422
2022-05-24,153.0800018310547
2022-05-25,154.27000427246094
2022-05-26,155.8000030517578
2022-05-27,156.86000061035156
2022-05-31,154.7899932861328
2022-06-01,150.00999450683594
2022-06-02,148.2100067138672
2022-06-03,147.02999877929688
2022-06-06,146.88999938964844
2022-06-07,149.55999755859375
2022-06-08,146.4199981689453
2022-06-09,143.9600067138672
2022-06-10,144.4499969482422
2022-06-13,141.52000427246094
2022-06-14,141.2100067138672
2022-06-15,142.30999755859375
2022-06-16,140.9600067138672
2022-06-17,140.67999267578125
2022-06-21,143.25999450683594
2022-06-22,145.02000427246094
2022-06-23,144.60000610351562
2022-06-24,148.4600067138672
2022-06-27,149.22000122070312
2022-06-28,143.19000244140625
2022-06-29,143.5800018310547
2022-06-30,141.47999572753906
2022-07-01,143.13999938964844
2022-07-05,140.7100067138672
2022-07-06,139.83999633789062
2022-07-07,140.7899932861328
2022-07-08,142.5500030517578
2022-07-11,141.32000732421875
2022-07-12,141.3800048828125
2022-07-13,139.11000061035156
2022-07-14,139.52999877929688
2022-07-15,142.22000122070312
2022-07-18,140.39999389648438
2022-07-19,143.08999633789062
2022-07-20,141.49000549316406
2022-07-21,142.13999938964844
2022-07-22,142.5
2022-07-25,144.14999389648438
2022-07-26,145.1999969482422
2022-07-27,145.07000732421875
2022-07-28,145.57000732421875
2022-07-29,145.92999267578125
2022-08-01,145.92999267578125
2022-08-02,142.80999755859375
2022-08-03,139.0
2022-08-04,139.27000427246094
2022-08-05,141.30999755859375
2022-08-08,140.6199951171875
2022-08-09,144.72000122070312
2022-08-10,145.5800018310547
2022-08-11,148.22000122070312
2022-08-12,150.5
2022-08-15,150.82000732421875
2022-08-16,152.66000366210938
2022-08-17,149.52999877929688
2022-08-18,149.91000366210938
2022-08-19,152.02999877929688
2022-08-22,148.99000549316406
2022-08-23,148.02000427246094
2022-08-24,148.22999572753906
2022-08-25,150.4199981689453
2022-08-26,146.19000244140625
2022-08-29,147.49000549316406
2022-08-30,145.42999267578125
2022-08-31,146.55999755859375
2022-09-01,147.61000061035156
2022-09-02,147.7100067138672
2022-09-06,146.02000427246094
2022-09-07,147.83999633789062
2022-09-08,147.5399932861328
2022-09-09,147.27000427246094
2022-09-12,147.7100067138672
2022-09-13,140.97999572753906
2022-09-14,140.11000061035156
2022-09-15,139.80999755859375
2022-09-16,140.5500030517578
2022-09-19,140.3699951171875
2022-09-20,138.89999389648438
2022-09-21,139.1199951171875
2022-09-22,140.00999450683594
2022-09-23,137.1999969482422
2022-09-26,136.35000610351562
2022-09-27,135.44000244140625
2022-09-28,138.41000366210938
2022-09-29,136.07000732421875
2022-09-30,135.3300018310547
2022-10-03,139.30999755859375
2022-10-04,142.72999572753906
2022-10-05,142.4499969482422
2022-10-06,139.91000366210938
2022-10-07,137.35000610351562
2022-10-10,137.6199951171875
2022-10-11,141.7100067138672
2022-10-12,138.94000244140625
2022-10-13,142.0500030517578
2022-10-14,140.60000610351562
2022-10-17,142.3800048828125
2022-10-18,143.99000549316406
2022-10-19,142.99000549316406
2022-10-20,142.77000427246094
2022-10-21,147.72999572753906
2022-10-24,150.10000610351562
2022-10-25,152.77000427246094
2022-10-26,154.69000244140625
2022-10-27,155.89999389648438
2022-10-28,159.30999755859375
2022-10-31,157.22000122070312
2022-11-01,156.32000732421875
2022-11-02,154.80999755859375
2022-11-03,157.83999633789062
2022-11-04,161.63999938964844
2022-11-07,162.00999450683594
2022-11-08,159.66000366210938
2022-11-09,158.19000244140625
2022-11-10,155.0
2022-11-11,153.00999450683594
2022-11-14,154.72999572753906
2022-11-15,152.77999877929688
2022-11-16,155.8000030517578
2022-11-17,158.9199981689453
2022-11-18,162.0
2022-11-21,160.3000030517578
2022-11-22,164.7100067138672
2022-11-23,165.52999877929688
2022-11-25,167.6999969482422
2022-11-28,167.1699981689453
2022-11-29,167.89999389648438
2022-11-30,170.69000244140625
2022-12-01,171.6300048828125
2022-12-02,173.99000549316406
2022-12-05,171.27999877929688
2022-12-06,169.32000732421875
2022-12-07,170.2899932861328
2022-12-08,170.4600067138672
2022-12-09,165.3300018310547
2022-12-12,167.1999969482422
2022-12-13,165.02999877929688
2022-12-14,165.27000427246094
2022-12-15,165.60000610351562
2022-12-16,166.7899932861328
2022-12-19,167.22000122070312
2022-12-20,167.3800048828125
2022-12-21,169.32000732421875
2022-12-22,169.27000427246094
2022-12-23,170.00999450683594
2022-12-27,169.0
2022-12-28,167.36000061035156
2022-12-29,166.0500030517578
2022-12-30,165.7100067138672
2023-01-03,164.2899932861328
2023-01-04,162.8699951171875
2023-01-05,163.0800018310547
2023-01-06,165.7100067138672
2023-01-09,164.97000122070312
