Date,EQIX
2023-02-07,725.47998046875
2023-02-08,730.989990234375
2023-02-09,732.7000122070312
2023-02-10,729.75
2023-02-13,738.8699951171875
2023-02-14,728.4199829101562
2023-02-15,727.25
2023-02-16,722.1900024414062
2023-02-17,716.760009765625
2023-02-21,703.1199951171875
2023-02-22,698.469970703125
2023-02-23,706.3200073242188
2023-02-24,684.7999877929688
2023-02-27,693.2000122070312
2023-02-28,688.27001953125
2023-03-01,675.97998046875
2023-03-02,687.969970703125
2023-03-03,705.4099731445312
2023-03-06,699.4299926757812
2023-03-07,685.5599975585938
2023-03-08,694.02001953125
2023-03-09,682.8800048828125
2023-03-10,665.6300048828125
2023-03-13,682.7000122070312
2023-03-14,691.469970703125
2023-03-15,694.989990234375
2023-03-16,702.5800170898438
2023-03-17,690.8499755859375
2023-03-20,689.4500122070312
2023-03-21,687.9400024414062
2023-03-22,663.030029296875
2023-03-23,666.3699951171875
2023-03-24,681.7000122070312
2023-03-27,687.6199951171875
2023-03-28,683.0499877929688
2023-03-29,694.510009765625
2023-03-30,702.010009765625
2023-03-31,721.0399780273438
2023-04-03,709.9500122070312
2023-04-04,710.47998046875
2023-04-05,703.8200073242188
2023-04-06,711.22998046875
2023-04-10,706.239990234375
2023-04-11,706.530029296875
2023-04-12,711.0399780273438
2023-04-13,708.7100219726562
2023-04-14,688.6799926757812
2023-04-17,707.9400024414062
2023-04-18,705.5599975585938
2023-04-19,706.9600219726562
2023-04-20,705.02001953125
2023-04-21,713.0
2023-04-24,713.030029296875
2023-04-25,710.0700073242188
2023-04-26,706.75
2023-04-27,719.8400268554688
2023-04-28,724.0800170898438
2023-05-01,722.010009765625
2023-05-02,703.1699829101562
2023-05-03,697.6300048828125
2023-05-04,729.3400268554688
2023-05-05,740.0
2023-05-08,740.1199951171875
2023-05-09,728.260009765625
2023-05-10,750.2899780273438
2023-05-11,743.4400024414062
2023-05-12,739.22998046875
2023-05-15,740.260009765625
2023-05-16,716.2899780273438
2023-05-17,728.1400146484375
2023-05-18,721.1799926757812
2023-05-19,723.5800170898438
2023-05-22,726.719970703125
2023-05-23,696.8099975585938
2023-05-24,675.1799926757812
2023-05-25,707.260009765625
2023-05-26,729.1500244140625
2023-05-30,734.510009765625
2023-05-31,745.5499877929688
2023-06-01,753.260009765625
2023-06-02,757.6099853515625
2023-06-05,753.0800170898438
2023-06-06,742.22998046875
2023-06-07,738.9500122070312
2023-06-08,750.2999877929688
2023-06-09,743.6900024414062
2023-06-12,753.8800048828125
2023-06-13,756.5900268554688
2023-06-14,775.780029296875
2023-06-15,779.6099853515625
2023-06-16,778.6099853515625
2023-06-20,780.239990234375
2023-06-21,768.0
2023-06-22,746.989990234375
2023-06-23,746.1099853515625
2023-06-26,759.9400024414062
2023-06-27,765.219970703125
2023-06-28,769.2000122070312
2023-06-29,777.030029296875
2023-06-30,783.9400024414062
2023-07-03,783.3599853515625
2023-07-05,790.1199951171875
2023-07-06,781.3400268554688
2023-07-07,772.3099975585938
2023-07-10,783.4500122070312
2023-07-11,787.1300048828125
2023-07-12,790.8800048828125
2023-07-13,801.4400024414062
2023-07-14,805.72998046875
2023-07-17,807.5700073242188
2023-07-18,795.989990234375
2023-07-19,812.72998046875
2023-07-20,810.510009765625
2023-07-21,807.1199951171875
2023-07-24,819.0999755859375
2023-07-25,816.469970703125
2023-07-26,813.030029296875
2023-07-27,796.0700073242188
2023-07-28,797.3599853515625
2023-07-31,809.9199829101562
2023-08-01,805.1599731445312
2023-08-02,805.6300048828125
2023-08-03,759.4199829101562
2023-08-04,757.8800048828125
2023-08-07,774.27001953125
2023-08-08,774.489990234375
2023-08-09,774.489990234375
2023-08-10,774.0900268554688
2023-08-11,774.1699829101562
2023-08-14,770.1799926757812
2023-08-15,760.1900024414062
2023-08-16,753.75
2023-08-17,753.8400268554688
2023-08-18,749.77001953125
2023-08-21,745.739990234375
2023-08-22,752.8599853515625
2023-08-23,760.1900024414062
2023-08-24,765.1599731445312
2023-08-25,770.9199829101562
2023-08-28,778.489990234375
2023-08-29,790.5900268554688
2023-08-30,792.5399780273438
2023-08-31,781.3800048828125
2023-09-01,777.52001953125
2023-09-05,768.5599975585938
2023-09-06,767.9099731445312
2023-09-07,775.5499877929688
2023-09-08,771.4400024414062
2023-09-11,774.6199951171875
2023-09-12,773.0999755859375
2023-09-13,768.9299926757812
2023-09-14,782.1699829101562
2023-09-15,776.219970703125
2023-09-18,769.469970703125
2023-09-19,756.239990234375
2023-09-20,757.7100219726562
2023-09-21,733.510009765625
2023-09-22,731.9099731445312
2023-09-25,733.3499755859375
2023-09-26,711.030029296875
2023-09-27,707.0999755859375
2023-09-28,720.969970703125
2023-09-29,726.260009765625
2023-10-02,712.6799926757812
2023-10-03,701.1799926757812
2023-10-04,715.9299926757812
2023-10-05,720.989990234375
2023-10-06,723.6599731445312
2023-10-09,731.3900146484375
2023-10-10,738.7899780273438
2023-10-11,754.4600219726562
2023-10-12,743.3300170898438
2023-10-13,742.6400146484375
2023-10-16,751.4099731445312
2023-10-17,742.9199829101562
2023-10-18,732.9299926757812
2023-10-19,703.8099975585938
2023-10-20,705.6199951171875
2023-10-23,699.4500122070312
2023-10-24,704.1500244140625
2023-10-25,682.239990234375
2023-10-26,719.510009765625
2023-10-27,710.3900146484375
2023-10-30,715.3300170898438
2023-10-31,729.6400146484375
2023-11-01,739.1300048828125
2023-11-02,763.1900024414062
2023-11-03,770.760009765625
2023-11-06,761.719970703125
2023-11-07,758.0
2023-11-08,759.9400024414062
2023-11-09,757.010009765625
2023-11-10,767.27001953125
2023-11-13,762.5399780273438
2023-11-14,786.030029296875
2023-11-15,781.0
2023-11-16,780.3699951171875
2023-11-17,774.6400146484375
2023-11-20,784.3400268554688
2023-11-21,788.3200073242188
2023-11-22,794.3499755859375
2023-11-24,795.0
2023-11-27,796.4199829101562
2023-11-28,796.9199829101562
2023-11-29,808.3099975585938
2023-11-30,815.010009765625
2023-12-01,824.4199829101562
2023-12-04,822.3300170898438
2023-12-05,821.47998046875
2023-12-06,808.2999877929688
2023-12-07,810.1099853515625
2023-12-08,801.77001953125
2023-12-11,797.1799926757812
2023-12-12,802.8599853515625
2023-12-13,809.6099853515625
2023-12-14,805.2899780273438
2023-12-15,803.72998046875
2023-12-18,805.739990234375
2023-12-19,809.489990234375
2023-12-20,794.4299926757812
2023-12-21,801.5999755859375
2023-12-22,799.6799926757812
2023-12-26,804.1400146484375
2023-12-27,806.8699951171875
2023-12-28,814.0900268554688
2023-12-29,805.3900146484375
2024-01-02,810.47998046875
2024-01-03,796.5
2024-01-04,794.8800048828125
2024-01-05,788.3900146484375
2024-01-08,803.260009765625
2024-01-09,798.6900024414062
2024-01-10,804.3900146484375
2024-01-11,801.0399780273438
2024-01-12,815.02001953125
2024-01-16,819.1199951171875
2024-01-17,798.8599853515625
2024-01-18,793.739990234375
2024-01-19,802.6900024414062
2024-01-22,802.27001953125
2024-01-23,799.0
2024-01-24,795.219970703125
2024-01-25,815.3099975585938
2024-01-26,810.97998046875
2024-01-29,831.760009765625
2024-01-30,841.5800170898438
2024-01-31,829.77001953125
2024-02-01,846.3300170898438
2024-02-02,843.469970703125
2024-02-05,836.4099731445312
2024-02-06,838.010009765625
2024-02-07,846.72998046875
2024-02-08,855.3300170898438
2024-02-09,855.760009765625
2024-02-12,849.97998046875
2024-02-13,832.6799926757812
2024-02-14,832.8099975585938
2024-02-15,874.969970703125
2024-02-16,856.22998046875
2024-02-20,854.739990234375
2024-02-21,864.72998046875
2024-02-22,880.8200073242188
2024-02-23,882.2899780273438
2024-02-26,877.6199951171875
2024-02-27,873.0499877929688
2024-02-28,891.8699951171875
2024-02-29,888.8200073242188
2024-03-01,900.530029296875
2024-03-04,913.6599731445312
2024-03-05,895.5499877929688
2024-03-06,906.6400146484375
2024-03-07,906.0599975585938
2024-03-08,910.0999755859375
2024-03-11,893.5599975585938
2024-03-12,892.8099975585938
2024-03-13,867.22998046875
2024-03-14,864.719970703125
2024-03-15,850.3900146484375
2024-03-18,860.6500244140625
2024-03-19,844.5800170898438
2024-03-20,824.8800048828125
2024-03-21,811.6400146484375
2024-03-22,800.969970703125
2024-03-25,792.52001953125
2024-03-26,800.0700073242188
2024-03-27,815.3099975585938
2024-03-28,825.3300170898438
2024-04-01,800.0499877929688
2024-04-02,792.6699829101562
2024-04-03,788.9099731445312
2024-04-04,781.0399780273438
2024-04-05,784.4099731445312
2024-04-08,788.1900024414062
2024-04-09,801.239990234375
2024-04-10,775.969970703125
2024-04-11,773.8200073242188
2024-04-12,764.0499877929688
2024-04-15,744.1099853515625
2024-04-16,742.1400146484375
2024-04-17,734.5599975585938
2024-04-18,739.8499755859375
2024-04-19,748.0
2024-04-22,754.739990234375
2024-04-23,761.9000244140625
2024-04-24,756.8400268554688
2024-04-25,738.3499755859375
2024-04-26,731.6099853515625
2024-04-29,726.3400268554688
2024-04-30,711.1099853515625
2024-05-01,695.3300170898438
2024-05-02,698.7000122070312
2024-05-03,700.1799926757812
2024-05-06,693.72998046875
2024-05-07,711.8699951171875
2024-05-08,692.7100219726562
2024-05-09,772.4299926757812
2024-05-10,757.6799926757812
2024-05-13,776.8900146484375
2024-05-14,789.8200073242188
2024-05-15,809.6799926757812
2024-05-16,799.5
2024-05-17,799.8300170898438
2024-05-20,795.280029296875
2024-05-21,792.239990234375
2024-05-22,781.4600219726562
2024-05-23,767.530029296875
2024-05-24,766.1199951171875
2024-05-28,768.7100219726562
2024-05-29,760.02001953125
2024-05-30,760.6300048828125
2024-05-31,762.97998046875
2024-06-03,751.4600219726562
2024-06-04,764.6799926757812
2024-06-05,758.6099853515625
2024-06-06,762.8300170898438
2024-06-07,753.3900146484375
2024-06-10,762.530029296875
2024-06-11,760.280029296875
2024-06-12,761.4500122070312
2024-06-13,766.5999755859375
2024-06-14,766.260009765625
2024-06-17,762.3800048828125
2024-06-18,773.8400268554688
2024-06-20,763.5999755859375
2024-06-21,765.0
2024-06-24,752.2000122070312
2024-06-25,742.8599853515625
2024-06-26,741.8699951171875
2024-06-27,751.9600219726562
2024-06-28,756.5999755859375
2024-07-01,759.6799926757812
2024-07-02,756.3800048828125
2024-07-03,749.0
2024-07-05,754.489990234375
2024-07-08,756.9199829101562
2024-07-09,766.8300170898438
2024-07-10,775.9600219726562
2024-07-11,797.7999877929688
2024-07-12,804.8400268554688
2024-07-15,804.6599731445312
2024-07-16,812.6199951171875
2024-07-17,803.1400146484375
2024-07-18,795.0700073242188
2024-07-19,786.8200073242188
2024-07-22,798.8599853515625
2024-07-23,802.969970703125
2024-07-24,794.1500244140625
2024-07-25,769.3099975585938
2024-07-26,772.4299926757812
2024-07-29,776.5499877929688
2024-07-30,768.77001953125
2024-07-31,790.239990234375
2024-08-01,811.1799926757812
2024-08-02,806.6500244140625
2024-08-05,768.239990234375
2024-08-06,784.6099853515625
2024-08-07,780.2899780273438
2024-08-08,809.47998046875
2024-08-09,818.8800048828125
2024-08-12,819.0900268554688
2024-08-13,829.6400146484375
2024-08-14,841.489990234375
2024-08-15,830.0800170898438
2024-08-16,828.6599731445312
2024-08-19,830.3800048828125
2024-08-20,829.8400268554688
2024-08-21,817.989990234375
2024-08-22,818.9500122070312
2024-08-23,827.9600219726562
2024-08-26,818.9000244140625
2024-08-27,817.97998046875
2024-08-28,813.7000122070312
2024-08-29,818.739990234375
2024-08-30,834.3599853515625
2024-09-03,832.1500244140625
2024-09-04,827.5900268554688
2024-09-05,821.739990234375
2024-09-06,817.9600219726562
2024-09-09,831.7999877929688
2024-09-10,864.780029296875
2024-09-11,867.7000122070312
2024-09-12,868.8099975585938
2024-09-13,871.5399780273438
2024-09-16,876.5700073242188
2024-09-17,864.3300170898438
2024-09-18,860.9500122070312
2024-09-19,870.989990234375
2024-09-20,877.2000122070312
2024-09-23,881.9199829101562
2024-09-24,887.5800170898438
2024-09-25,890.010009765625
2024-09-26,878.97998046875
2024-09-27,882.6900024414062
2024-09-30,887.6300048828125
2024-10-01,883.0
2024-10-02,886.5999755859375
2024-10-03,876.219970703125
2024-10-04,876.8800048828125
2024-10-07,870.010009765625
2024-10-08,872.510009765625
2024-10-09,876.760009765625
2024-10-10,870.5399780273438
2024-10-11,871.5599975585938
2024-10-14,866.02001953125
2024-10-15,878.030029296875
2024-10-16,880.2000122070312
2024-10-17,888.8499755859375
2024-10-18,895.2000122070312
2024-10-21,879.9400024414062
2024-10-22,878.3699951171875
2024-10-23,891.1599731445312
2024-10-24,895.760009765625
2024-10-25,914.3300170898438
2024-10-28,912.6199951171875
2024-10-29,905.9099731445312
2024-10-30,910.219970703125
2024-10-31,908.0800170898438
2024-11-01,888.2999877929688
2024-11-04,895.9199829101562
2024-11-05,908.989990234375
2024-11-06,890.8200073242188
2024-11-07,907.739990234375
2024-11-08,921.0599975585938
2024-11-11,913.5
2024-11-12,903.02001953125
2024-11-13,901.1500244140625
2024-11-14,898.1199951171875
2024-11-15,897.3699951171875
2024-11-18,909.47998046875
2024-11-19,923.0
2024-11-20,918.9400024414062
2024-11-21,923.5999755859375
2024-11-22,936.3699951171875
2024-11-25,974.3499755859375
2024-11-26,978.260009765625
2024-11-27,979.0999755859375
2024-11-29,981.47998046875
2024-12-02,964.8400268554688
2024-12-03,963.6500244140625
2024-12-04,965.6400146484375
2024-12-05,973.7999877929688
2024-12-06,985.0
2024-12-09,968.97998046875
2024-12-10,961.719970703125
2024-12-11,973.5700073242188
2024-12-12,975.2999877929688
2024-12-13,965.0
2024-12-16,957.97998046875
2024-12-17,960.8400268554688
2024-12-18,926.3800048828125
2024-12-19,921.5700073242188
2024-12-20,927.219970703125
2024-12-23,939.5900268554688
2024-12-24,950.010009765625
2024-12-26,948.3900146484375
2024-12-27,942.6599731445312
2024-12-30,935.9299926757812
2024-12-31,942.8900146484375
2025-01-02,944.22998046875
2025-01-03,959.969970703125
2025-01-06,940.0
2025-01-07,940.0700073242188
2025-01-08,951.0399780273438
2025-01-10,899.8300170898438
2025-01-13,899.6500244140625
2025-01-14,898.0900268554688
2025-01-15,900.010009765625
2025-01-16,919.8900146484375
2025-01-17,915.5900268554688
2025-01-21,934.0
2025-01-22,925.22998046875
2025-01-23,940.9299926757812
2025-01-24,940.8499755859375
2025-01-27,900.0999755859375
2025-01-28,906.8099975585938
2025-01-29,908.22998046875
2025-01-30,922.1300048828125
2025-01-31,913.6599731445312
2025-02-03,915.0
2025-02-04,924.280029296875
2025-02-05,936.5
2025-02-06,938.3400268554688
2025-02-07,933.27001953125
2025-02-10,943.1400146484375
2025-02-11,943.6400146484375
2025-02-12,935.2000122070312
2025-02-13,923.0
2025-02-14,933.5999755859375
2025-02-18,931.9000244140625
2025-02-19,939.0800170898438
2025-02-20,940.25
2025-02-21,919.6799926757812
2025-02-24,909.010009765625
2025-02-25,906.6599731445312
2025-02-26,910.280029296875
2025-02-27,910.3800048828125
2025-02-28,904.6199951171875
2025-03-03,910.5800170898438
2025-03-04,910.0399780273438
2025-03-05,921.02001953125
2025-03-06,871.9000244140625
2025-03-07,859.52001953125
2025-03-10,830.6300048828125
2025-03-11,836.239990234375
2025-03-12,854.989990234375
2025-03-13,833.9500122070312
2025-03-14,837.6799926757812
2025-03-17,857.25
2025-03-18,841.260009765625
2025-03-19,855.3300170898438
2025-03-20,851.719970703125
2025-03-21,834.5900268554688
2025-03-24,852.4400024414062
2025-03-25,841.219970703125
2025-03-26,831.0499877929688
2025-03-27,825.3099975585938
2025-03-28,803.0
2025-03-31,815.3499755859375
2025-04-01,816.9500122070312
2025-04-02,831.5499877929688
2025-04-03,801.4400024414062
2025-04-04,766.2100219726562
2025-04-07,747.739990234375
2025-04-08,740.0700073242188
2025-04-09,797.4299926757812
2025-04-10,770.739990234375
2025-04-11,776.8300170898438
2025-04-14,783.8699951171875
2025-04-15,787.489990234375
2025-04-16,778.6799926757812
2025-04-17,790.1500244140625
2025-04-21,773.2000122070312
2025-04-22,791.1199951171875
2025-04-23,809.4600219726562
2025-04-24,817.1900024414062
2025-04-25,838.0999755859375
2025-04-28,844.6799926757812
2025-04-29,851.6500244140625
2025-04-30,860.75
2025-05-01,861.969970703125
2025-05-02,875.8499755859375
2025-05-05,883.2100219726562
2025-05-06,875.3800048828125
2025-05-07,872.47998046875
2025-05-08,860.989990234375
2025-05-09,864.3900146484375
2025-05-12,870.469970703125
2025-05-13,868.7899780273438
2025-05-14,859.2100219726562
2025-05-15,867.239990234375
2025-05-16,875.9199829101562
2025-05-19,877.5700073242188
2025-05-20,875.8900146484375
2025-05-21,859.1400146484375
2025-05-22,866.5
2025-05-23,863.4600219726562
2025-05-27,876.8099975585938
2025-05-28,880.6199951171875
2025-05-29,887.4299926757812
2025-05-30,888.8200073242188
2025-06-02,890.489990234375
2025-06-03,894.8400268554688
2025-06-04,912.2000122070312
2025-06-05,909.739990234375
2025-06-06,914.4299926757812
2025-06-09,907.47998046875
2025-06-10,907.3400268554688
2025-06-11,893.7000122070312
2025-06-12,896.4199829101562
2025-06-13,892.6400146484375
2025-06-16,888.1500244140625
2025-06-17,886.760009765625
2025-06-18,886.8499755859375
2025-06-20,882.8800048828125
2025-06-23,889.97998046875
2025-06-24,906.5
2025-06-25,824.3099975585938
2025-06-26,745.530029296875
2025-06-27,785.1099853515625
2025-06-30,795.469970703125
2025-07-01,795.3800048828125
2025-07-02,795.1500244140625
2025-07-03,787.0
2025-07-07,777.1199951171875
2025-07-08,767.3900146484375
2025-07-09,764.7100219726562
2025-07-10,758.8900146484375
2025-07-11,756.7000122070312
2025-07-14,760.2000122070312
2025-07-15,759.9600219726562
2025-07-16,765.6400146484375
2025-07-17,775.5700073242188
2025-07-18,777.780029296875
2025-07-21,789.1900024414062
2025-07-22,800.5499877929688
2025-07-23,796.2100219726562
2025-07-24,789.5399780273438
2025-07-25,801.4299926757812
2025-07-28,793.6199951171875
2025-07-29,811.1300048828125
2025-07-30,797.0399780273438
2025-07-31,785.1699829101562
2025-08-01,771.75
2025-08-04,778.3900146484375
2025-08-05,778.9400024414062
2025-08-06,773.0
2025-08-07,779.3400268554688
2025-08-08,776.2000122070312
2025-08-11,776.75
2025-08-12,787.3200073242188
2025-08-13,784.0
2025-08-14,775.3699951171875
2025-08-15,781.3099975585938
2025-08-18,769.6500244140625
2025-08-19,773.4600219726562
2025-08-20,776.2899780273438
2025-08-21,772.1900024414062
2025-08-22,786.469970703125
2025-08-25,782.3800048828125
2025-08-26,781.7899780273438
2025-08-27,790.5599975585938
2025-08-28,786.3499755859375
2025-08-29,786.1900024414062
2025-09-02,771.5599975585938
2025-09-03,762.219970703125
2025-09-04,767.9299926757812
2025-09-05,773.6799926757812
2025-09-08,765.510009765625
2025-09-09,779.5399780273438
2025-09-10,780.5999755859375
2025-09-11,797.47998046875
2025-09-12,788.6099853515625
2025-09-15,791.6799926757812
2025-09-16,779.3099975585938
2025-09-17,778.780029296875
2025-09-18,785.2999877929688
2025-09-19,791.25
2025-09-22,798.0700073242188
2025-09-23,803.280029296875
2025-09-24,789.7899780273438
2025-09-25,782.8800048828125
2025-09-26,790.3400268554688
2025-09-29,781.719970703125
2025-09-30,783.239990234375
2025-10-01,773.9500122070312
2025-10-02,772.5999755859375
2025-10-03,778.739990234375
2025-10-06,789.8400268554688
2025-10-07,787.0800170898438
2025-10-08,803.6199951171875
2025-10-09,808.3300170898438
2025-10-10,800.5999755859375
2025-10-13,806.2899780273438
2025-10-14,817.4199829101562
2025-10-15,822.239990234375
2025-10-16,812.77001953125
2025-10-17,813.9299926757812
2025-10-20,825.1400146484375
2025-10-21,822.0
2025-10-22,829.0499877929688
2025-10-23,831.9299926757812
2025-10-24,839.489990234375
2025-10-27,842.77001953125
2025-10-28,816.1300048828125
2025-10-29,797.72998046875
2025-10-30,833.1599731445312
2025-10-31,846.010009765625
2025-11-03,832.8400268554688
2025-11-04,829.9099731445312
2025-11-05,822.1199951171875
2025-11-06,819.3300170898438
2025-11-07,824.75
2025-11-10,828.1300048828125
2025-11-11,821.0399780273438
2025-11-12,813.239990234375
2025-11-13,786.5399780273438
2025-11-14,785.5700073242188
2025-11-17,776.8800048828125
2025-11-18,779.1699829101562
2025-11-19,765.0800170898438
2025-11-20,752.8099975585938
2025-11-21,754.6799926757812
2025-11-24,760.6199951171875
2025-11-25,748.1500244140625
2025-11-26,750.4099731445312
2025-11-28,753.3099975585938
2025-12-01,733.280029296875
2025-12-02,727.3800048828125
2025-12-03,732.719970703125
2025-12-04,726.0900268554688
2025-12-05,741.5800170898438
2025-12-08,739.9299926757812
2025-12-09,740.6699829101562
2025-12-10,734.4000244140625
2025-12-11,754.1300048828125
2025-12-12,750.3200073242188
2025-12-15,761.3900146484375
2025-12-16,758.1500244140625
2025-12-17,747.8800048828125
2025-12-18,744.0800170898438
2025-12-19,758.510009765625
2025-12-22,757.9199829101562
2025-12-23,760.1300048828125
2025-12-24,758.719970703125
2025-12-26,763.2999877929688
2025-12-29,765.0
2025-12-30,769.7100219726562
