Date,ANTM
2019-09-26,238.8000030517578
2019-09-27,237.69000244140625
2019-09-30,240.10000610351562
2019-10-01,238.44000244140625
2019-10-02,237.89999389648438
2019-10-03,238.22999572753906
2019-10-04,241.7899932861328
2019-10-07,241.02999877929688
2019-10-08,235.52000427246094
2019-10-09,238.25
2019-10-10,237.22999572753906
2019-10-11,237.5500030517578
2019-10-14,234.82000732421875
2019-10-15,248.94000244140625
2019-10-16,245.02000427246094
2019-10-17,249.25
2019-10-18,249.39999389648438
2019-10-21,253.07000732421875
2019-10-22,260.25
2019-10-23,263.510009765625
2019-10-24,259.489990234375
2019-10-25,263.07000732421875
2019-10-28,267.6700134277344
2019-10-29,272.6400146484375
2019-10-30,273.4599914550781
2019-10-31,269.0799865722656
2019-11-01,270.75
2019-11-04,271.7200012207031
2019-11-05,273.0
2019-11-06,277.32000732421875
2019-11-07,279.7699890136719
2019-11-08,282.0899963378906
2019-11-11,279.1499938964844
2019-11-12,283.6700134277344
2019-11-13,283.739990234375
2019-11-14,282.010009765625
2019-11-15,297.82000732421875
2019-11-18,294.0
2019-11-19,292.7200012207031
2019-11-20,292.70001220703125
2019-11-21,293.7300109863281
2019-11-22,291.8299865722656
2019-11-25,293.8900146484375
2019-11-26,287.239990234375
2019-11-27,289.45001220703125
2019-11-29,288.6600036621094
2019-12-02,287.42999267578125
2019-12-03,286.19000244140625
2019-12-04,287.3800048828125
2019-12-05,286.29998779296875
2019-12-06,285.2699890136719
2019-12-09,282.3299865722656
2019-12-10,283.8500061035156
2019-12-11,280.6000061035156
2019-12-12,284.4200134277344
2019-12-13,284.1199951171875
2019-12-16,291.7799987792969
2019-12-17,290.739990234375
2019-12-18,293.17999267578125
2019-12-19,298.2200012207031
2019-12-20,303.0
2019-12-23,303.17999267578125
2019-12-24,304.5
2019-12-26,304.760009765625
2019-12-27,306.4200134277344
2019-12-30,305.30999755859375
2019-12-31,302.0299987792969
2020-01-02,300.8699951171875
2020-01-03,296.8800048828125
2020-01-06,300.45001220703125
2020-01-07,299.5400085449219
2020-01-08,307.4800109863281
2020-01-09,306.4100036621094
2020-01-10,307.739990234375
2020-01-13,296.739990234375
2020-01-14,296.8800048828125
2020-01-15,301.54998779296875
2020-01-16,305.04998779296875
2020-01-17,305.3900146484375
2020-01-21,305.989990234375
2020-01-22,303.510009765625
2020-01-23,304.3999938964844
2020-01-24,297.2799987792969
2020-01-27,283.7900085449219
2020-01-28,290.32000732421875
2020-01-29,272.9100036621094
2020-01-30,265.8900146484375
2020-01-31,265.2799987792969
2020-02-03,266.42999267578125
2020-02-04,273.3699951171875
2020-02-05,287.3299865722656
2020-02-06,282.3299865722656
2020-02-07,276.4800109863281
2020-02-10,276.54998779296875
2020-02-11,279.9100036621094
2020-02-12,296.0
2020-02-13,298.8699951171875
2020-02-14,297.82000732421875
2020-02-18,302.45001220703125
2020-02-19,304.05999755859375
2020-02-20,293.94000244140625
2020-02-21,294.7099914550781
2020-02-24,277.5
2020-02-25,267.3999938964844
2020-02-26,268.1499938964844
2020-02-27,257.8599853515625
2020-02-28,257.0899963378906
2020-03-02,271.2699890136719
2020-03-03,256.3800048828125
2020-03-04,296.4200134277344
2020-03-05,287.1600036621094
2020-03-06,282.19000244140625
2020-03-09,269.82000732421875
2020-03-10,286.04998779296875
2020-03-11,281.69000244140625
2020-03-12,256.2099914550781
2020-03-13,270.3399963378906
2020-03-16,224.0399932861328
2020-03-17,238.32000732421875
2020-03-18,206.9600067138672
2020-03-19,200.8699951171875
2020-03-20,191.58999633789062
2020-03-23,174.67999267578125
2020-03-24,196.83999633789062
2020-03-25,216.3699951171875
2020-03-26,235.6699981689453
2020-03-27,222.9600067138672
2020-03-30,230.5800018310547
2020-03-31,227.0399932861328
2020-04-01,214.3000030517578
2020-04-02,211.38999938964844
2020-04-03,203.3000030517578
2020-04-06,225.72000122070312
2020-04-07,224.0500030517578
2020-04-08,247.02000427246094
2020-04-09,242.4600067138672
2020-04-13,240.52999877929688
2020-04-14,252.00999450683594
2020-04-15,250.47000122070312
2020-04-16,271.8399963378906
2020-04-17,267.82000732421875
2020-04-20,263.20001220703125
2020-04-21,249.3699951171875
2020-04-22,262.9599914550781
2020-04-23,261.54998779296875
2020-04-24,264.1199951171875
2020-04-27,270.05999755859375
2020-04-28,268.2200012207031
2020-04-29,280.6099853515625
2020-04-30,280.7300109863281
2020-05-01,269.57000732421875
2020-05-04,271.0
2020-05-05,275.07000732421875
2020-05-06,270.6199951171875
2020-05-07,265.7300109863281
2020-05-08,274.3299865722656
2020-05-11,272.3699951171875
2020-05-12,272.9599914550781
2020-05-13,267.79998779296875
2020-05-14,273.2799987792969
2020-05-15,278.0899963378906
2020-05-18,279.9599914550781
2020-05-19,281.1000061035156
2020-05-20,280.0
2020-05-21,278.67999267578125
2020-05-22,277.1099853515625
2020-05-26,283.4200134277344
2020-05-27,287.25
2020-05-28,291.3699951171875
2020-05-29,294.1099853515625
2020-06-01,290.0299987792969
2020-06-02,294.20001220703125
2020-06-03,289.2699890136719
2020-06-04,282.0899963378906
2020-06-05,287.8900146484375
2020-06-08,300.5899963378906
2020-06-09,291.010009765625
2020-06-10,288.5400085449219
2020-06-11,264.5400085449219
2020-06-12,265.739990234375
2020-06-15,262.3299865722656
2020-06-16,267.42999267578125
2020-06-17,265.7200012207031
2020-06-18,265.5299987792969
2020-06-19,266.42999267578125
2020-06-22,265.2099914550781
2020-06-23,268.989990234375
2020-06-24,257.30999755859375
2020-06-25,261.0
2020-06-26,255.64999389648438
2020-06-29,259.2699890136719
2020-06-30,262.9800109863281
2020-07-01,268.67999267578125
2020-07-02,267.0
2020-07-06,269.0
2020-07-07,264.8900146484375
2020-07-08,262.5400085449219
2020-07-09,255.0
2020-07-10,255.0
2020-07-13,257.5799865722656
2020-07-14,263.4700012207031
2020-07-15,267.2799987792969
2020-07-16,264.0899963378906
2020-07-17,266.3699951171875
2020-07-20,259.0
2020-07-21,265.7099914550781
2020-07-22,268.0899963378906
2020-07-23,269.92999267578125
2020-07-24,270.489990234375
2020-07-27,263.989990234375
2020-07-28,265.2300109863281
2020-07-29,281.55999755859375
2020-07-30,277.19000244140625
2020-07-31,273.79998779296875
2020-08-03,270.75
2020-08-04,270.8900146484375
2020-08-05,275.6499938964844
2020-08-06,271.4800109863281
2020-08-07,276.6600036621094
2020-08-10,278.8500061035156
2020-08-11,280.3299865722656
2020-08-12,283.17999267578125
2020-08-13,282.3299865722656
2020-08-14,283.2300109863281
2020-08-17,283.1099853515625
2020-08-18,282.45001220703125
2020-08-19,283.3999938964844
2020-08-20,281.75
2020-08-21,284.6300048828125
2020-08-24,279.1600036621094
2020-08-25,276.4700012207031
2020-08-26,270.2099914550781
2020-08-27,274.5899963378906
2020-08-28,277.2799987792969
2020-08-31,281.5199890136719
2020-09-01,273.0799865722656
2020-09-02,279.9700012207031
2020-09-03,277.0
2020-09-04,276.2200012207031
2020-09-08,267.2099914550781
2020-09-09,267.4200134277344
2020-09-10,260.8399963378906
2020-09-11,258.0299987792969
2020-09-14,265.6000061035156
2020-09-15,260.1499938964844
2020-09-16,263.6199951171875
2020-09-17,263.0
2020-09-18,264.19000244140625
2020-09-21,257.7099914550781
2020-09-22,247.44000244140625
2020-09-23,245.72999572753906
2020-09-24,248.77999877929688
2020-09-25,255.25
2020-09-28,257.05999755859375
2020-09-29,259.7900085449219
2020-09-30,268.5899963378906
2020-10-01,270.1700134277344
2020-10-02,275.010009765625
2020-10-05,284.7900085449219
2020-10-06,283.6400146484375
2020-10-07,293.1199951171875
2020-10-08,293.2900085449219
2020-10-09,294.4100036621094
2020-10-12,298.57000732421875
2020-10-13,297.44000244140625
2020-10-14,292.3399963378906
2020-10-15,294.8999938964844
2020-10-16,296.8699951171875
2020-10-19,292.2099914550781
2020-10-20,291.19000244140625
2020-10-21,296.1600036621094
2020-10-22,305.1700134277344
2020-10-23,310.760009765625
2020-10-26,299.75
2020-10-27,298.8800048828125
2020-10-28,285.79998779296875
2020-10-29,273.260009765625
2020-10-30,272.79998779296875
2020-11-02,278.25
2020-11-03,293.4599914550781
2020-11-04,327.8599853515625
2020-11-05,319.6000061035156
2020-11-06,313.32000732421875
2020-11-09,322.4100036621094
2020-11-10,328.55999755859375
2020-11-11,323.3699951171875
2020-11-12,329.9200134277344
2020-11-13,332.9599914550781
2020-11-16,333.1499938964844
2020-11-17,329.8399963378906
2020-11-18,322.3800048828125
2020-11-19,311.8500061035156
2020-11-20,305.6199951171875
2020-11-23,310.6600036621094
2020-11-24,313.94000244140625
2020-11-25,309.04998779296875
2020-11-27,312.79998779296875
2020-11-30,311.5199890136719
2020-12-01,313.8999938964844
2020-12-02,318.45001220703125
2020-12-03,323.0299987792969
2020-12-04,323.2699890136719
2020-12-07,319.239990234375
2020-12-08,322.69000244140625
2020-12-09,318.44000244140625
2020-12-10,313.75
2020-12-11,311.3999938964844
2020-12-14,310.1000061035156
2020-12-15,313.2200012207031
2020-12-16,310.239990234375
2020-12-17,314.0799865722656
2020-12-18,308.6400146484375
2020-12-21,306.3800048828125
2020-12-22,303.29998779296875
2020-12-23,308.3500061035156
2020-12-24,308.6700134277344
2020-12-28,312.8900146484375
2020-12-29,314.3299865722656
2020-12-30,314.04998779296875
2020-12-31,321.0899963378906
2021-01-04,318.5799865722656
2021-01-05,315.1000061035156
2021-01-06,328.32000732421875
2021-01-07,337.3800048828125
2021-01-08,337.0799865722656
2021-01-11,338.7699890136719
2021-01-12,334.7799987792969
2021-01-13,330.42999267578125
2021-01-14,322.5199890136719
2021-01-15,326.4200134277344
2021-01-19,323.69000244140625
2021-01-20,321.5199890136719
2021-01-21,321.70001220703125
2021-01-22,314.0899963378906
2021-01-25,315.3699951171875
2021-01-26,312.5199890136719
2021-01-27,290.1700134277344
2021-01-28,300.510009765625
2021-01-29,296.9800109863281
2021-02-01,292.55999755859375
2021-02-02,298.989990234375
2021-02-03,298.3599853515625
2021-02-04,294.3599853515625
2021-02-05,290.8500061035156
2021-02-08,287.70001220703125
2021-02-09,298.70001220703125
2021-02-10,298.1700134277344
2021-02-11,292.8399963378906
2021-02-12,290.67999267578125
2021-02-16,289.6199951171875
2021-02-17,290.25
2021-02-18,296.3299865722656
2021-02-19,294.9700012207031
2021-02-22,295.69000244140625
2021-02-23,304.5799865722656
2021-02-24,305.7900085449219
2021-02-25,300.239990234375
2021-02-26,303.19000244140625
2021-03-01,311.4800109863281
2021-03-02,311.6600036621094
2021-03-03,314.7099914550781
2021-03-04,321.489990234375
2021-03-05,333.6000061035156
2021-03-08,339.5899963378906
2021-03-09,333.7799987792969
2021-03-10,333.5299987792969
2021-03-11,335.0199890136719
2021-03-12,341.7200012207031
2021-03-15,342.80999755859375
2021-03-16,343.57000732421875
2021-03-17,341.9200134277344
2021-03-18,353.32000732421875
2021-03-19,354.1300048828125
2021-03-22,351.1400146484375
2021-03-23,351.8299865722656
2021-03-24,360.8699951171875
2021-03-25,366.8699951171875
2021-03-26,371.30999755859375
2021-03-29,369.3699951171875
2021-03-30,364.0899963378906
2021-03-31,358.95001220703125
2021-04-01,353.760009765625
2021-04-05,354.8900146484375
2021-04-06,352.2699890136719
2021-04-07,352.19000244140625
2021-04-08,352.8900146484375
2021-04-09,361.010009765625
2021-04-12,359.4200134277344
2021-04-13,359.0199890136719
2021-04-14,362.6199951171875
2021-04-15,372.6000061035156
2021-04-16,375.6199951171875
2021-04-19,379.6600036621094
2021-04-20,381.8800048828125
2021-04-21,384.8399963378906
2021-04-22,379.7799987792969
2021-04-23,381.95001220703125
2021-04-26,377.510009765625
2021-04-27,376.8599853515625
2021-04-28,375.2799987792969
2021-04-29,383.0299987792969
2021-04-30,379.3900146484375
2021-05-03,386.5799865722656
2021-05-04,391.6700134277344
2021-05-05,389.1199951171875
2021-05-06,388.7200012207031
2021-05-07,396.57000732421875
2021-05-10,401.8999938964844
2021-05-11,394.489990234375
2021-05-12,390.1700134277344
2021-05-13,395.45001220703125
2021-05-14,393.92999267578125
2021-05-17,393.6600036621094
2021-05-18,393.44000244140625
2021-05-19,393.42999267578125
2021-05-20,391.1300048828125
2021-05-21,396.0799865722656
2021-05-24,394.3399963378906
2021-05-25,395.1499938964844
2021-05-26,394.8900146484375
2021-05-27,397.8399963378906
2021-05-28,398.2200012207031
2021-06-01,394.2200012207031
2021-06-02,393.4700012207031
2021-06-03,395.6400146484375
2021-06-04,393.20001220703125
2021-06-07,389.1000061035156
2021-06-08,391.8999938964844
2021-06-09,385.9599914550781
2021-06-10,384.42999267578125
2021-06-11,383.8699951171875
2021-06-14,383.510009765625
2021-06-15,384.9700012207031
2021-06-16,378.45001220703125
2021-06-17,377.80999755859375
2021-06-18,369.2099914550781
2021-06-21,376.4100036621094
2021-06-22,379.0
2021-06-23,377.9800109863281
2021-06-24,378.3299865722656
2021-06-25,380.82000732421875
2021-06-28,380.8999938964844
2021-06-29,381.55999755859375
2021-06-30,381.79998779296875
2021-07-01,383.82000732421875
2021-07-02,387.20001220703125
2021-07-06,385.239990234375
2021-07-07,387.510009765625
2021-07-08,384.1700134277344
2021-07-09,388.6099853515625
2021-07-12,396.0400085449219
2021-07-13,398.1300048828125
2021-07-14,395.07000732421875
2021-07-15,396.1199951171875
2021-07-16,393.5899963378906
2021-07-19,384.44000244140625
2021-07-20,389.94000244140625
2021-07-21,383.5899963378906
2021-07-22,384.29998779296875
2021-07-23,382.2900085449219
2021-07-26,378.5
2021-07-27,382.6300048828125
2021-07-28,379.92999267578125
2021-07-29,384.3299865722656
2021-07-30,384.010009765625
2021-08-02,390.2900085449219
2021-08-03,395.2900085449219
2021-08-04,395.5899963378906
2021-08-05,376.67999267578125
2021-08-06,379.45001220703125
2021-08-09,376.32000732421875
2021-08-10,377.3699951171875
2021-08-11,367.6400146484375
2021-08-12,367.6300048828125
2021-08-13,367.489990234375
2021-08-16,376.3900146484375
2021-08-17,380.2300109863281
2021-08-18,371.3999938964844
2021-08-19,375.8999938964844
2021-08-20,377.989990234375
2021-08-23,377.3399963378906
2021-08-24,376.75
2021-08-25,373.17999267578125
2021-08-26,370.07000732421875
2021-08-27,372.6700134277344
2021-08-30,370.57000732421875
2021-08-31,375.1300048828125
2021-09-01,369.3800048828125
2021-09-02,382.94000244140625
2021-09-03,378.7300109863281
2021-09-07,377.7099914550781
2021-09-08,370.95001220703125
2021-09-09,371.42999267578125
2021-09-10,357.510009765625
2021-09-13,368.6400146484375
2021-09-14,366.4700012207031
2021-09-15,374.5199890136719
2021-09-16,374.94000244140625
2021-09-17,379.5199890136719
2021-09-20,376.8999938964844
2021-09-21,379.07000732421875
2021-09-22,375.489990234375
2021-09-23,380.29998779296875
2021-09-24,381.3299865722656
2021-09-27,388.4800109863281
2021-09-28,385.70001220703125
2021-09-29,388.79998779296875
2021-09-30,372.79998779296875
2021-10-01,375.92999267578125
2021-10-04,370.20001220703125
2021-10-05,373.54998779296875
2021-10-06,370.0799865722656
2021-10-07,380.6600036621094
2021-10-08,386.1700134277344
2021-10-11,380.9100036621094
2021-10-12,377.489990234375
2021-10-13,375.45001220703125
2021-10-14,390.7099914550781
2021-10-15,393.04998779296875
2021-10-18,388.2099914550781
2021-10-19,393.75
2021-10-20,424.04998779296875
2021-10-21,430.4100036621094
2021-10-22,433.3399963378906
2021-10-25,434.55999755859375
2021-10-26,436.239990234375
2021-10-27,433.67999267578125
2021-10-28,433.3599853515625
2021-10-29,435.1300048828125
2021-11-01,428.760009765625
2021-11-02,420.20001220703125
2021-11-03,424.6300048828125
2021-11-04,422.6099853515625
2021-11-05,422.05999755859375
2021-11-08,426.5899963378906
2021-11-09,430.1199951171875
2021-11-10,424.94000244140625
2021-11-11,430.6700134277344
2021-11-12,437.010009765625
2021-11-15,434.3900146484375
2021-11-16,430.4599914550781
2021-11-17,429.67999267578125
2021-11-18,425.8800048828125
2021-11-19,415.2099914550781
2021-11-22,419.3999938964844
2021-11-23,423.6600036621094
2021-11-24,424.7900085449219
2021-11-26,415.5199890136719
2021-11-29,416.2200012207031
2021-11-30,406.2300109863281
2021-12-01,404.6499938964844
2021-12-02,399.739990234375
2021-12-03,395.0
2021-12-06,403.6199951171875
2021-12-07,411.239990234375
2021-12-08,415.9700012207031
2021-12-09,419.6600036621094
2021-12-10,431.0
2021-12-13,430.0400085449219
2021-12-14,433.94000244140625
2021-12-15,443.55999755859375
2021-12-16,447.8800048828125
2021-12-17,445.1000061035156
2021-12-20,439.4599914550781
2021-12-21,446.489990234375
2021-12-22,453.9100036621094
2021-12-23,455.7099914550781
2021-12-27,459.5199890136719
2021-12-28,464.2099914550781
2021-12-29,467.6700134277344
2021-12-30,467.1499938964844
2021-12-31,463.5400085449219
2022-01-03,464.8599853515625
2022-01-04,458.1700134277344
2022-01-05,458.2200012207031
2022-01-06,439.45001220703125
2022-01-07,434.989990234375
2022-01-10,437.8299865722656
2022-01-11,453.7300109863281
2022-01-12,451.8299865722656
2022-01-13,446.8299865722656
2022-01-14,452.1400146484375
2022-01-18,448.0899963378906
2022-01-19,448.2900085449219
2022-01-20,452.7200012207031
2022-01-21,441.55999755859375
2022-01-24,449.5
2022-01-25,439.17999267578125
2022-01-26,428.44000244140625
2022-01-27,435.8299865722656
2022-01-28,442.0899963378906
2022-01-31,440.989990234375
2022-02-01,438.8999938964844
2022-02-02,444.1600036621094
2022-02-03,451.7900085449219
2022-02-04,446.260009765625
2022-02-07,449.42999267578125
2022-02-08,465.760009765625
2022-02-09,468.010009765625
2022-02-10,457.6000061035156
2022-02-11,447.9100036621094
2022-02-14,443.9700012207031
2022-02-15,449.8900146484375
2022-02-16,458.5799865722656
2022-02-17,451.3399963378906
2022-02-18,446.239990234375
2022-02-22,444.010009765625
2022-02-23,442.5299987792969
2022-02-24,441.80999755859375
2022-02-25,453.69000244140625
2022-02-28,451.8500061035156
2022-03-01,451.5
2022-03-02,463.489990234375
2022-03-03,469.0199890136719
2022-03-04,476.8399963378906
2022-03-07,454.5299987792969
2022-03-08,456.07000732421875
2022-03-09,465.3699951171875
2022-03-10,473.20001220703125
2022-03-11,465.260009765625
2022-03-14,458.3299865722656
2022-03-15,467.69000244140625
2022-03-16,470.82000732421875
2022-03-17,478.1300048828125
2022-03-18,478.0199890136719
2022-03-21,476.0
2022-03-22,471.5400085449219
2022-03-23,462.1700134277344
2022-03-24,473.7300109863281
2022-03-25,480.760009765625
2022-03-28,484.7900085449219
2022-03-29,491.0299987792969
2022-03-30,502.4800109863281
2022-03-31,491.2200012207031
2022-04-01,499.3299865722656
2022-04-04,489.3399963378906
2022-04-05,494.7799987792969
2022-04-06,506.8699951171875
2022-04-07,514.6599731445312
2022-04-08,520.6699829101562
2022-04-11,510.6400146484375
2022-04-12,509.6099853515625
2022-04-13,512.2100219726562
2022-04-14,516.719970703125
2022-04-18,512.9500122070312
2022-04-19,517.0399780273438
2022-04-20,529.8400268554688
2022-04-21,522.8699951171875
2022-04-22,502.6300048828125
2022-04-25,506.8699951171875
2022-04-26,502.30999755859375
2022-04-27,508.3800048828125
2022-04-28,516.739990234375
2022-04-29,501.92999267578125
2022-05-02,497.1099853515625
2022-05-03,498.4800109863281
2022-05-04,510.2900085449219
2022-05-05,506.8599853515625
2022-05-06,504.6400146484375
2022-05-09,490.8800048828125
2022-05-10,489.32000732421875
2022-05-11,487.3599853515625
2022-05-12,484.5199890136719
2022-05-13,486.45001220703125
2022-05-16,493.5899963378906
2022-05-17,497.19000244140625
2022-05-18,476.3900146484375
2022-05-19,479.9200134277344
2022-05-20,492.8500061035156
2022-05-23,494.8500061035156
2022-05-24,505.2900085449219
2022-05-25,504.7799987792969
2022-05-26,512.4299926757812
2022-05-27,520.5499877929688
2022-05-31,509.6099853515625
2022-06-01,499.19000244140625
2022-06-02,496.92999267578125
2022-06-03,493.260009765625
2022-06-06,497.4200134277344
2022-06-07,500.4100036621094
2022-06-08,498.29998779296875
2022-06-09,486.20001220703125
2022-06-10,482.8299865722656
2022-06-13,462.8900146484375
2022-06-14,460.3999938964844
2022-06-15,462.8800048828125
2022-06-16,454.760009765625
2022-06-17,444.32000732421875
2022-06-21,460.760009765625
2022-06-22,465.75
2022-06-23,472.3399963378906
2022-06-24,469.8699951171875
2022-06-27,482.5799865722656
