Date,AWK
2022-07-20,144.7100067138672
2022-07-21,145.9499969482422
2022-07-22,148.22000122070312
2022-07-25,149.8300018310547
2022-07-26,150.55999755859375
2022-07-27,151.27000427246094
2022-07-28,155.50999450683594
2022-07-29,155.44000244140625
2022-08-01,156.6300048828125
2022-08-02,155.47999572753906
2022-08-03,157.64999389648438
2022-08-04,158.63999938964844
2022-08-05,155.63999938964844
2022-08-08,155.14999389648438
2022-08-09,155.3699951171875
2022-08-10,156.77000427246094
2022-08-11,155.1999969482422
2022-08-12,158.3300018310547
2022-08-15,159.24000549316406
2022-08-16,159.5
2022-08-17,158.94000244140625
2022-08-18,158.75
2022-08-19,157.80999755859375
2022-08-22,155.17999267578125
2022-08-23,152.8000030517578
2022-08-24,154.52999877929688
2022-08-25,155.32000732421875
2022-08-26,151.08999633789062
2022-08-29,151.63999938964844
2022-08-30,150.49000549316406
2022-08-31,148.4499969482422
2022-09-01,151.47999572753906
2022-09-02,148.1199951171875
2022-09-06,148.4199981689453
2022-09-07,153.33999633789062
2022-09-08,154.52000427246094
2022-09-09,154.89999389648438
2022-09-12,156.8699951171875
2022-09-13,152.13999938964844
2022-09-14,153.47999572753906
2022-09-15,147.86000061035156
2022-09-16,148.39999389648438
2022-09-19,148.5500030517578
2022-09-20,145.44000244140625
2022-09-21,144.32000732421875
2022-09-22,142.7899932861328
2022-09-23,140.91000366210938
2022-09-26,137.3300018310547
2022-09-27,134.7100067138672
2022-09-28,137.4199981689453
2022-09-29,133.1999969482422
2022-09-30,130.16000366210938
2022-10-03,134.35000610351562
2022-10-04,136.52000427246094
2022-10-05,133.39999389648438
2022-10-06,131.24000549316406
2022-10-07,127.44999694824219
2022-10-10,127.44000244140625
2022-10-11,127.72000122070312
2022-10-12,126.01000213623047
2022-10-13,128.97999572753906
2022-10-14,128.44000244140625
2022-10-17,131.4199981689453
2022-10-18,134.77000427246094
2022-10-19,134.0
2022-10-20,129.92999267578125
2022-10-21,132.75999450683594
2022-10-24,135.9600067138672
2022-10-25,139.5500030517578
2022-10-26,139.22000122070312
2022-10-27,142.02000427246094
2022-10-28,145.94000244140625
2022-10-31,145.33999633789062
2022-11-01,141.83999633789062
2022-11-02,138.16000366210938
2022-11-03,137.83999633789062
2022-11-04,139.0399932861328
2022-11-07,138.0399932861328
2022-11-08,139.7899932861328
2022-11-09,139.4600067138672
2022-11-10,147.50999450683594
2022-11-11,145.94000244140625
2022-11-14,144.75
2022-11-15,146.02000427246094
2022-11-16,147.0500030517578
2022-11-17,142.85000610351562
2022-11-18,146.7100067138672
2022-11-21,147.72000122070312
2022-11-22,148.22000122070312
2022-11-23,151.25999450683594
2022-11-25,152.89999389648438
2022-11-28,149.75
2022-11-29,147.13999938964844
2022-11-30,151.75999450683594
2022-12-01,154.00999450683594
2022-12-02,153.74000549316406
2022-12-05,153.17999267578125
2022-12-06,154.67999267578125
2022-12-07,153.7899932861328
2022-12-08,155.41000366210938
2022-12-09,156.13999938964844
2022-12-12,156.99000549316406
2022-12-13,159.19000244140625
2022-12-14,158.35000610351562
2022-12-15,156.4199981689453
2022-12-16,152.39999389648438
2022-12-19,151.47999572753906
2022-12-20,150.25999450683594
2022-12-21,152.52999877929688
2022-12-22,151.92999267578125
2022-12-23,153.02000427246094
2022-12-27,154.27999877929688
2022-12-28,153.1199951171875
2022-12-29,154.77999877929688
2022-12-30,152.4199981689453
2023-01-03,154.10000610351562
2023-01-04,157.1699981689453
2023-01-05,154.6699981689453
2023-01-06,158.25999450683594
2023-01-09,158.44000244140625
2023-01-10,160.77000427246094
2023-01-11,161.4199981689453
2023-01-12,159.4199981689453
2023-01-13,158.8699951171875
2023-01-17,157.24000549316406
2023-01-18,152.69000244140625
2023-01-19,150.19000244140625
2023-01-20,151.5399932861328
2023-01-23,150.97000122070312
2023-01-24,154.5399932861328
2023-01-25,155.50999450683594
2023-01-26,156.1999969482422
2023-01-27,157.02000427246094
2023-01-30,155.0
2023-01-31,156.49000549316406
2023-02-01,158.6199951171875
2023-02-02,160.60000610351562
2023-02-03,156.61000061035156
2023-02-06,156.41000366210938
2023-02-07,155.47000122070312
2023-02-08,150.69000244140625
2023-02-09,149.05999755859375
2023-02-10,150.4499969482422
2023-02-13,151.7100067138672
2023-02-14,149.30999755859375
2023-02-15,149.25
2023-02-16,147.4600067138672
2023-02-17,149.61000061035156
2023-02-21,147.66000366210938
2023-02-22,146.67999267578125
2023-02-23,143.86000061035156
2023-02-24,141.55999755859375
2023-02-27,139.77999877929688
2023-02-28,140.3800048828125
2023-03-01,138.13999938964844
2023-03-02,138.55999755859375
2023-03-03,139.6999969482422
2023-03-06,139.9199981689453
2023-03-07,137.1300048828125
2023-03-08,138.24000549316406
2023-03-09,135.8699951171875
2023-03-10,133.64999389648438
2023-03-13,136.3699951171875
2023-03-14,137.6699981689453
2023-03-15,140.6300048828125
2023-03-16,142.64999389648438
2023-03-17,141.80999755859375
2023-03-20,142.55999755859375
2023-03-21,138.86000061035156
2023-03-22,136.3800048828125
2023-03-23,136.72000122070312
2023-03-24,141.83999633789062
2023-03-27,141.67999267578125
2023-03-28,141.22000122070312
2023-03-29,144.13999938964844
2023-03-30,145.88999938964844
2023-03-31,146.49000549316406
2023-04-03,145.44000244140625
2023-04-04,147.1300048828125
2023-04-05,150.2100067138672
2023-04-06,151.8800048828125
2023-04-10,151.88999938964844
2023-04-11,152.05999755859375
2023-04-12,150.82000732421875
2023-04-13,152.0
2023-04-14,149.6999969482422
2023-04-17,149.83999633789062
2023-04-18,148.10000610351562
2023-04-19,149.00999450683594
2023-04-20,149.6199951171875
2023-04-21,150.92999267578125
2023-04-24,151.50999450683594
2023-04-25,152.4199981689453
2023-04-26,149.0500030517578
2023-04-27,148.4600067138672
2023-04-28,148.25
2023-05-01,146.58999633789062
2023-05-02,146.74000549316406
2023-05-03,146.49000549316406
2023-05-04,147.82000732421875
2023-05-05,148.42999267578125
2023-05-08,147.47000122070312
2023-05-09,147.8800048828125
2023-05-10,149.74000549316406
2023-05-11,149.4199981689453
2023-05-12,149.77000427246094
2023-05-15,147.55999755859375
2023-05-16,144.6999969482422
2023-05-17,143.61000061035156
2023-05-18,141.72999572753906
2023-05-19,141.4499969482422
2023-05-22,143.57000732421875
2023-05-23,143.5
2023-05-24,143.1699981689453
2023-05-25,142.4499969482422
2023-05-26,143.4600067138672
2023-05-30,143.1999969482422
2023-05-31,144.4499969482422
2023-06-01,143.57000732421875
2023-06-02,145.7899932861328
2023-06-05,145.91000366210938
2023-06-06,144.7899932861328
2023-06-07,147.0800018310547
2023-06-08,147.1199951171875
2023-06-09,146.66000366210938
2023-06-12,146.02999877929688
2023-06-13,146.36000061035156
2023-06-14,146.11000061035156
2023-06-15,148.08999633789062
2023-06-16,148.97999572753906
2023-06-20,148.11000061035156
2023-06-21,148.63999938964844
2023-06-22,148.5
2023-06-23,145.75999450683594
2023-06-26,140.22999572753906
2023-06-27,142.8800048828125
2023-06-28,140.97999572753906
2023-06-29,140.47000122070312
2023-06-30,142.75
2023-07-03,143.97000122070312
2023-07-05,144.8000030517578
2023-07-06,142.4199981689453
2023-07-07,141.05999755859375
2023-07-10,140.60000610351562
2023-07-11,142.52999877929688
2023-07-12,145.44000244140625
2023-07-13,145.4499969482422
2023-07-14,146.2100067138672
2023-07-17,144.07000732421875
2023-07-18,142.64999389648438
2023-07-19,143.97999572753906
2023-07-20,146.94000244140625
2023-07-21,148.82000732421875
2023-07-24,147.72000122070312
2023-07-25,148.27000427246094
2023-07-26,147.77999877929688
2023-07-27,148.49000549316406
2023-07-28,146.94000244140625
2023-07-31,147.42999267578125
2023-08-01,144.4600067138672
2023-08-02,145.6699981689453
2023-08-03,142.1300048828125
2023-08-04,141.97000122070312
2023-08-07,142.11000061035156
2023-08-08,142.07000732421875
2023-08-09,140.4499969482422
2023-08-10,139.47999572753906
2023-08-11,140.1999969482422
2023-08-14,142.13999938964844
2023-08-15,140.69000244140625
2023-08-16,140.02000427246094
2023-08-17,138.1999969482422
2023-08-18,138.9600067138672
2023-08-21,137.49000549316406
2023-08-22,138.39999389648438
2023-08-23,139.5500030517578
2023-08-24,138.25
2023-08-25,140.4199981689453
2023-08-28,140.1300048828125
2023-08-29,140.07000732421875
2023-08-30,139.52999877929688
2023-08-31,138.74000549316406
2023-09-01,137.8000030517578
2023-09-05,136.3800048828125
2023-09-06,135.72999572753906
2023-09-07,137.7100067138672
2023-09-08,137.72999572753906
2023-09-11,138.22000122070312
2023-09-12,137.55999755859375
2023-09-13,139.30999755859375
2023-09-14,140.97999572753906
2023-09-15,138.89999389648438
2023-09-18,138.4199981689453
2023-09-19,137.57000732421875
2023-09-20,137.1999969482422
2023-09-21,133.5500030517578
2023-09-22,132.25
2023-09-25,132.6999969482422
2023-09-26,129.63999938964844
2023-09-27,126.33999633789062
2023-09-28,123.58000183105469
2023-09-29,123.83000183105469
2023-10-02,119.75
2023-10-03,117.0
2023-10-04,119.3499984741211
2023-10-05,118.7300033569336
2023-10-06,118.8499984741211
2023-10-09,120.80000305175781
2023-10-10,121.86000061035156
2023-10-11,122.22000122070312
2023-10-12,118.33000183105469
2023-10-13,118.04000091552734
2023-10-16,119.9800033569336
2023-10-17,120.30000305175781
2023-10-18,118.13999938964844
2023-10-19,117.0199966430664
2023-10-20,115.80000305175781
2023-10-23,115.5
2023-10-24,117.7699966430664
2023-10-25,116.5
2023-10-26,118.0199966430664
2023-10-27,116.38999938964844
2023-10-30,116.70999908447266
2023-10-31,117.6500015258789
2023-11-01,118.80000305175781
2023-11-02,124.48999786376953
2023-11-03,130.0399932861328
2023-11-06,127.58000183105469
2023-11-07,126.86000061035156
2023-11-08,126.13999938964844
2023-11-09,124.2699966430664
2023-11-10,123.5
2023-11-13,121.79000091552734
2023-11-14,129.74000549316406
2023-11-15,130.4499969482422
2023-11-16,130.99000549316406
2023-11-17,132.10000610351562
2023-11-20,130.6699981689453
2023-11-21,130.8300018310547
2023-11-22,130.47000122070312
2023-11-24,132.05999755859375
2023-11-27,130.75
2023-11-28,130.66000366210938
2023-11-29,131.22000122070312
2023-11-30,131.83999633789062
2023-12-01,133.24000549316406
2023-12-04,133.13999938964844
2023-12-05,131.3800048828125
2023-12-06,132.6999969482422
2023-12-07,132.5500030517578
2023-12-08,131.35000610351562
2023-12-11,130.7100067138672
2023-12-12,131.02999877929688
2023-12-13,135.0800018310547
2023-12-14,134.49000549316406
2023-12-15,131.75
2023-12-18,130.8699951171875
2023-12-19,132.6199951171875
2023-12-20,130.8000030517578
2023-12-21,131.5
2023-12-22,131.55999755859375
2023-12-26,132.27000427246094
2023-12-27,132.22999572753906
2023-12-28,132.97999572753906
2023-12-29,131.99000549316406
2024-01-02,133.50999450683594
2024-01-03,133.50999450683594
2024-01-04,131.75999450683594
2024-01-05,131.88999938964844
2024-01-08,133.0399932861328
2024-01-09,132.74000549316406
2024-01-10,133.6199951171875
2024-01-11,131.52999877929688
2024-01-12,132.2100067138672
2024-01-16,130.41000366210938
2024-01-17,128.4199981689453
2024-01-18,125.83000183105469
2024-01-19,125.30000305175781
2024-01-22,126.86000061035156
2024-01-23,126.26000213623047
2024-01-24,121.94000244140625
2024-01-25,123.9800033569336
2024-01-26,123.16000366210938
2024-01-29,125.75
2024-01-30,124.4000015258789
2024-01-31,124.0199966430664
2024-02-01,125.23999786376953
2024-02-02,123.36000061035156
2024-02-05,121.5199966430664
2024-02-06,122.5199966430664
2024-02-07,121.94999694824219
2024-02-08,121.83000183105469
2024-02-09,122.19999694824219
2024-02-12,123.63999938964844
2024-02-13,119.77999877929688
2024-02-14,120.4800033569336
2024-02-15,124.26000213623047
2024-02-16,122.81999969482422
2024-02-20,121.16000366210938
2024-02-21,121.7300033569336
2024-02-22,119.68000030517578
2024-02-23,118.95999908447266
2024-02-26,117.43000030517578
2024-02-27,118.02999877929688
2024-02-28,117.91000366210938
2024-02-29,118.54000091552734
2024-03-01,119.68000030517578
2024-03-04,121.69999694824219
2024-03-05,119.26000213623047
2024-03-06,120.30999755859375
2024-03-07,118.61000061035156
2024-03-08,118.44000244140625
2024-03-11,120.33000183105469
2024-03-12,119.18000030517578
2024-03-13,120.54000091552734
2024-03-14,118.4800033569336
2024-03-15,117.13999938964844
2024-03-18,117.2300033569336
2024-03-19,118.0
2024-03-20,118.08999633789062
2024-03-21,118.20999908447266
2024-03-22,117.75
2024-03-25,117.13999938964844
2024-03-26,117.83999633789062
2024-03-27,121.5
2024-03-28,122.20999908447266
2024-04-01,120.30000305175781
2024-04-02,119.55999755859375
2024-04-03,118.93000030517578
2024-04-04,120.37999725341797
2024-04-05,118.5199966430664
2024-04-08,120.0199966430664
2024-04-09,121.8499984741211
2024-04-10,118.30999755859375
2024-04-11,117.81999969482422
2024-04-12,116.56999969482422
2024-04-15,115.9800033569336
2024-04-16,113.81999969482422
2024-04-17,115.4000015258789
2024-04-18,117.3499984741211
2024-04-19,118.5199966430664
2024-04-22,119.26000213623047
2024-04-23,119.87000274658203
2024-04-24,121.36000061035156
2024-04-25,121.55000305175781
2024-04-26,120.77999877929688
2024-04-29,122.27999877929688
2024-04-30,122.31999969482422
2024-05-01,125.12000274658203
2024-05-02,125.94999694824219
2024-05-03,128.75
2024-05-06,130.25
2024-05-07,131.82000732421875
2024-05-08,132.8699951171875
2024-05-09,134.3800048828125
2024-05-10,135.5
2024-05-13,133.77999877929688
2024-05-14,133.1300048828125
2024-05-15,133.75
2024-05-16,134.27000427246094
2024-05-17,133.75999450683594
2024-05-20,133.57000732421875
2024-05-21,134.36000061035156
2024-05-22,133.75
2024-05-23,128.60000610351562
2024-05-24,128.22999572753906
2024-05-28,126.23999786376953
2024-05-29,124.11000061035156
2024-05-30,126.27999877929688
2024-05-31,130.77000427246094
2024-06-03,130.77000427246094
2024-06-04,132.82000732421875
2024-06-05,131.67999267578125
2024-06-06,130.6199951171875
2024-06-07,128.25
2024-06-10,128.55999755859375
2024-06-11,127.91999816894531
2024-06-12,128.1300048828125
2024-06-13,129.22000122070312
2024-06-14,129.3000030517578
2024-06-17,128.72000122070312
2024-06-18,130.47000122070312
2024-06-20,130.25999450683594
2024-06-21,130.5399932861328
2024-06-24,132.17999267578125
2024-06-25,129.3699951171875
2024-06-26,129.5800018310547
2024-06-27,129.27000427246094
2024-06-28,129.16000366210938
2024-07-01,127.76000213623047
2024-07-02,128.4600067138672
2024-07-03,127.95999908447266
2024-07-05,130.00999450683594
2024-07-08,129.9199981689453
2024-07-09,130.72000122070312
2024-07-10,132.22999572753906
2024-07-11,136.22000122070312
2024-07-12,139.0800018310547
2024-07-15,136.3300018310547
2024-07-16,139.0800018310547
2024-07-17,142.52999877929688
2024-07-18,141.35000610351562
2024-07-19,141.16000366210938
2024-07-22,141.8000030517578
2024-07-23,140.49000549316406
2024-07-24,142.39999389648438
2024-07-25,140.10000610351562
2024-07-26,141.7100067138672
2024-07-29,141.36000061035156
2024-07-30,143.6699981689453
2024-07-31,142.36000061035156
2024-08-01,144.5
2024-08-02,147.35000610351562
2024-08-05,142.72000122070312
2024-08-06,143.60000610351562
2024-08-07,143.7899932861328
2024-08-08,144.7100067138672
2024-08-09,142.27999877929688
2024-08-12,142.55999755859375
2024-08-13,141.38999938964844
2024-08-14,141.6699981689453
2024-08-15,142.02999877929688
2024-08-16,140.97999572753906
2024-08-19,141.57000732421875
2024-08-20,141.27000427246094
2024-08-21,140.77000427246094
2024-08-22,140.02000427246094
2024-08-23,140.4199981689453
2024-08-26,141.05999755859375
2024-08-27,140.1699981689453
2024-08-28,141.77000427246094
2024-08-29,141.82000732421875
2024-08-30,143.1199951171875
2024-09-03,143.47999572753906
2024-09-04,144.14999389648438
2024-09-05,144.50999450683594
2024-09-06,143.94000244140625
2024-09-09,146.00999450683594
2024-09-10,148.1999969482422
2024-09-11,147.0399932861328
2024-09-12,147.1300048828125
2024-09-13,148.1300048828125
2024-09-16,149.08999633789062
2024-09-17,149.89999389648438
2024-09-18,148.94000244140625
2024-09-19,149.0800018310547
2024-09-20,147.22999572753906
2024-09-23,147.5399932861328
2024-09-24,145.0399932861328
2024-09-25,144.1199951171875
2024-09-26,143.17999267578125
2024-09-27,144.92999267578125
2024-09-30,146.24000549316406
2024-10-01,145.6699981689453
2024-10-02,146.10000610351562
2024-10-03,144.67999267578125
2024-10-04,142.57000732421875
2024-10-07,136.99000549316406
2024-10-08,137.38999938964844
2024-10-09,136.17999267578125
2024-10-10,136.22000122070312
2024-10-11,138.8699951171875
2024-10-14,140.3699951171875
2024-10-15,141.1999969482422
2024-10-16,142.5800018310547
2024-10-17,140.7899932861328
2024-10-18,141.9600067138672
2024-10-21,141.0500030517578
2024-10-22,140.75
2024-10-23,142.1199951171875
2024-10-24,139.8000030517578
2024-10-25,137.66000366210938
2024-10-28,138.7899932861328
2024-10-29,135.8000030517578
2024-10-30,135.69000244140625
2024-10-31,138.11000061035156
2024-11-01,136.0
2024-11-04,135.3000030517578
2024-11-05,137.11000061035156
2024-11-06,133.5800018310547
2024-11-07,132.83999633789062
2024-11-08,136.08999633789062
2024-11-11,134.77000427246094
2024-11-12,132.42999267578125
2024-11-13,132.44000244140625
2024-11-14,132.02000427246094
2024-11-15,134.22999572753906
2024-11-18,136.6699981689453
2024-11-19,138.1999969482422
2024-11-20,137.88999938964844
2024-11-21,138.7899932861328
2024-11-22,137.30999755859375
2024-11-25,136.74000549316406
2024-11-26,137.58999633789062
2024-11-27,138.30999755859375
2024-11-29,136.94000244140625
2024-12-02,135.60000610351562
2024-12-03,134.10000610351562
2024-12-04,131.00999450683594
2024-12-05,132.10000610351562
2024-12-06,132.3699951171875
2024-12-09,130.72000122070312
2024-12-10,130.97999572753906
2024-12-11,130.33999633789062
2024-12-12,130.5500030517578
2024-12-13,129.58999633789062
2024-12-16,128.91000366210938
2024-12-17,129.17999267578125
2024-12-18,124.43000030517578
2024-12-19,123.83000183105469
2024-12-20,125.91999816894531
2024-12-23,125.9800033569336
2024-12-24,125.7300033569336
2024-12-26,126.16000366210938
2024-12-27,125.29000091552734
2024-12-30,124.23999786376953
2024-12-31,124.48999786376953
2025-01-02,123.86000061035156
2025-01-03,123.7699966430664
2025-01-06,121.97000122070312
2025-01-07,121.62999725341797
2025-01-08,122.61000061035156
2025-01-10,121.12000274658203
2025-01-13,121.01000213623047
2025-01-14,122.5199966430664
2025-01-15,123.52999877929688
2025-01-16,126.36000061035156
2025-01-17,126.5999984741211
2025-01-21,126.33000183105469
2025-01-22,121.68000030517578
2025-01-23,121.80999755859375
2025-01-24,121.62999725341797
2025-01-27,129.9499969482422
2025-01-28,126.33000183105469
2025-01-29,124.25
2025-01-30,123.66000366210938
2025-01-31,124.63999938964844
2025-02-03,125.76000213623047
2025-02-04,123.8499984741211
2025-02-05,123.61000061035156
2025-02-06,123.9800033569336
2025-02-07,122.48999786376953
2025-02-10,123.11000061035156
2025-02-11,125.08000183105469
2025-02-12,125.0199966430664
2025-02-13,126.87000274658203
2025-02-14,125.66000366210938
2025-02-18,127.16999816894531
2025-02-19,127.86000061035156
2025-02-20,128.6699981689453
2025-02-21,132.67999267578125
2025-02-24,133.58999633789062
2025-02-25,137.25
2025-02-26,135.05999755859375
2025-02-27,134.02000427246094
2025-02-28,135.97000122070312
2025-03-03,139.57000732421875
2025-03-04,139.1999969482422
2025-03-05,137.82000732421875
2025-03-06,138.17999267578125
2025-03-07,145.39999389648438
2025-03-10,149.30999755859375
2025-03-11,143.42999267578125
2025-03-12,140.86000061035156
2025-03-13,142.5399932861328
2025-03-14,144.32000732421875
2025-03-17,144.82000732421875
2025-03-18,144.75
2025-03-19,142.0500030517578
2025-03-20,141.80999755859375
2025-03-21,141.1300048828125
2025-03-24,139.6999969482422
2025-03-25,139.16000366210938
2025-03-26,141.1300048828125
2025-03-27,143.05999755859375
2025-03-28,146.24000549316406
2025-03-31,147.52000427246094
2025-04-01,147.0
2025-04-02,146.19000244140625
2025-04-03,151.9600067138672
2025-04-04,147.22999572753906
2025-04-07,142.36000061035156
2025-04-08,140.8699951171875
2025-04-09,139.0
2025-04-10,143.14999389648438
2025-04-11,146.08999633789062
2025-04-14,148.8300018310547
2025-04-15,146.8800048828125
2025-04-16,146.39999389648438
2025-04-17,148.39999389648438
2025-04-21,147.1300048828125
2025-04-22,149.25999450683594
2025-04-23,147.1699981689453
2025-04-24,146.0399932861328
2025-04-25,143.97000122070312
2025-04-28,144.27000427246094
2025-04-29,145.86000061035156
2025-04-30,147.00999450683594
2025-05-01,146.42999267578125
2025-05-02,147.11000061035156
2025-05-05,148.14999389648438
2025-05-06,149.1999969482422
2025-05-07,148.0800018310547
2025-05-08,145.39999389648438
2025-05-09,146.94000244140625
2025-05-12,138.63999938964844
2025-05-13,133.83999633789062
2025-05-14,133.82000732421875
2025-05-15,140.3699951171875
2025-05-16,142.55999755859375
2025-05-19,143.7100067138672
2025-05-20,143.82000732421875
2025-05-21,143.47999572753906
2025-05-22,141.85000610351562
2025-05-23,143.61000061035156
2025-05-27,143.13999938964844
2025-05-28,140.8699951171875
2025-05-29,141.5399932861328
2025-05-30,142.97000122070312
2025-06-02,142.4199981689453
2025-06-03,141.86000061035156
2025-06-04,138.83999633789062
2025-06-05,140.02000427246094
2025-06-06,140.0500030517578
2025-06-09,139.80999755859375
2025-06-10,141.27000427246094
2025-06-11,140.61000061035156
2025-06-12,141.32000732421875
2025-06-13,141.44000244140625
2025-06-16,140.47000122070312
2025-06-17,140.9199981689453
2025-06-18,141.10000610351562
2025-06-20,141.25
2025-06-23,143.99000549316406
2025-06-24,142.17999267578125
2025-06-25,140.0500030517578
2025-06-26,138.4199981689453
2025-06-27,137.9199981689453
2025-06-30,139.11000061035156
2025-07-01,142.55999755859375
2025-07-02,140.30999755859375
2025-07-03,140.0500030517578
2025-07-07,139.9600067138672
2025-07-08,141.02000427246094
2025-07-09,141.8000030517578
2025-07-10,142.67999267578125
2025-07-11,142.2899932861328
2025-07-14,143.35000610351562
2025-07-15,140.8300018310547
2025-07-16,141.72000122070312
2025-07-17,142.2100067138672
2025-07-18,142.91000366210938
2025-07-21,142.83999633789062
2025-07-22,144.91000366210938
2025-07-23,141.8800048828125
2025-07-24,140.50999450683594
2025-07-25,140.32000732421875
2025-07-28,138.7100067138672
2025-07-29,140.9499969482422
2025-07-30,139.64999389648438
2025-07-31,140.24000549316406
2025-08-01,145.72000122070312
2025-08-04,147.0
2025-08-05,141.5
2025-08-06,141.91000366210938
2025-08-07,144.4199981689453
2025-08-08,145.36000061035156
2025-08-11,145.5500030517578
2025-08-12,142.08999633789062
2025-08-13,143.72999572753906
2025-08-14,143.41000366210938
2025-08-15,143.9199981689453
2025-08-18,142.66000366210938
2025-08-19,145.2100067138672
2025-08-20,145.6199951171875
2025-08-21,145.8699951171875
2025-08-22,146.1999969482422
2025-08-25,144.39999389648438
2025-08-26,143.9499969482422
2025-08-27,144.75
2025-08-28,142.92999267578125
2025-08-29,143.50999450683594
2025-09-02,141.41000366210938
2025-09-03,140.6999969482422
2025-09-04,141.57000732421875
2025-09-05,143.60000610351562
2025-09-08,140.02000427246094
2025-09-09,140.08999633789062
2025-09-10,138.5
2025-09-11,139.6300048828125
2025-09-12,139.27999877929688
2025-09-15,137.5800018310547
2025-09-16,136.25
2025-09-17,136.08999633789062
2025-09-18,135.38999938964844
2025-09-19,135.05999755859375
2025-09-22,135.0500030517578
2025-09-23,137.17999267578125
2025-09-24,136.41000366210938
2025-09-25,135.10000610351562
2025-09-26,136.36000061035156
2025-09-29,137.0399932861328
2025-09-30,139.19000244140625
2025-10-01,136.07000732421875
2025-10-02,135.58999633789062
2025-10-03,137.75
2025-10-06,138.94000244140625
2025-10-07,142.50999450683594
2025-10-08,141.02999877929688
2025-10-09,141.0500030517578
2025-10-10,142.97999572753906
2025-10-13,139.6300048828125
2025-10-14,141.55999755859375
2025-10-15,142.52999877929688
2025-10-16,143.2100067138672
2025-10-17,143.80999755859375
2025-10-20,145.42999267578125
2025-10-21,144.16000366210938
2025-10-22,143.72999572753906
2025-10-23,142.5800018310547
2025-10-24,141.58999633789062
2025-10-27,137.99000549316406
2025-10-28,134.80999755859375
2025-10-29,130.05999755859375
2025-10-30,126.69999694824219
2025-10-31,128.42999267578125
2025-11-03,125.97000122070312
2025-11-04,128.0800018310547
2025-11-05,130.97000122070312
2025-11-06,129.5
2025-11-07,130.83999633789062
2025-11-10,128.94000244140625
2025-11-11,130.00999450683594
2025-11-12,129.77000427246094
2025-11-13,131.4600067138672
2025-11-14,131.6199951171875
2025-11-17,132.67999267578125
2025-11-18,129.91000366210938
2025-11-19,127.12000274658203
2025-11-20,128.1300048828125
2025-11-21,132.74000549316406
2025-11-24,131.50999450683594
2025-11-25,130.38999938964844
2025-11-26,129.85000610351562
2025-11-28,130.07000732421875
2025-12-01,131.0
2025-12-02,130.75
2025-12-03,130.97000122070312
2025-12-04,128.92999267578125
2025-12-05,129.5
2025-12-08,128.4600067138672
2025-12-09,128.14999389648438
2025-12-10,128.72000122070312
2025-12-11,130.08999633789062
2025-12-12,131.5500030517578
2025-12-15,134.1300048828125
2025-12-16,132.72000122070312
2025-12-17,134.00999450683594
2025-12-18,133.02000427246094
2025-12-19,130.25
2025-12-22,131.6699981689453
2025-12-23,130.75
2025-12-24,131.27999877929688
2025-12-26,130.5500030517578
2025-12-29,130.9499969482422
2025-12-30,131.1300048828125
