Date,URBN
2015-07-01,35.5
2015-07-02,35.59000015258789
2015-07-06,35.56999969482422
2015-07-07,35.970001220703125
2015-07-08,35.400001525878906
2015-07-09,35.04999923706055
2015-07-10,35.36000061035156
2015-07-13,35.380001068115234
2015-07-14,36.2599983215332
2015-07-15,35.38999938964844
2015-07-16,36.099998474121094
2015-07-17,35.18000030517578
2015-07-20,35.45000076293945
2015-07-21,34.880001068115234
2015-07-22,34.86000061035156
2015-07-23,34.31999969482422
2015-07-24,33.720001220703125
2015-07-27,33.459999084472656
2015-07-28,33.65999984741211
2015-07-29,33.68000030517578
2015-07-30,33.0
2015-07-31,32.619998931884766
2015-08-03,32.41999816894531
2015-08-04,32.400001525878906
2015-08-05,32.65999984741211
2015-08-06,32.369998931884766
2015-08-07,32.59000015258789
2015-08-10,33.15999984741211
2015-08-11,32.79999923706055
2015-08-12,32.56999969482422
2015-08-13,32.34000015258789
2015-08-14,32.31999969482422
2015-08-17,32.22999954223633
2015-08-18,31.549999237060547
2015-08-19,30.950000762939453
2015-08-20,30.270000457763672
2015-08-21,30.149999618530273
2015-08-24,28.540000915527344
2015-08-25,28.81999969482422
2015-08-26,29.770000457763672
2015-08-27,30.799999237060547
2015-08-28,31.049999237060547
2015-08-31,30.860000610351562
2015-09-01,30.5
2015-09-02,30.790000915527344
2015-09-03,31.229999542236328
2015-09-04,31.100000381469727
2015-09-08,31.0
2015-09-09,30.670000076293945
2015-09-10,30.299999237060547
2015-09-11,30.309999465942383
2015-09-14,30.200000762939453
2015-09-15,29.690000534057617
2015-09-16,30.299999237060547
2015-09-17,29.829999923706055
2015-09-18,29.459999084472656
2015-09-21,29.959999084472656
2015-09-22,29.25
2015-09-23,29.290000915527344
2015-09-24,29.520000457763672
2015-09-25,29.420000076293945
2015-09-28,28.639999389648438
2015-09-29,29.010000228881836
2015-09-30,29.3799991607666
2015-10-01,29.170000076293945
2015-10-02,30.139999389648438
2015-10-05,30.989999771118164
2015-10-06,30.579999923706055
2015-10-07,30.8700008392334
2015-10-08,31.450000762939453
2015-10-09,31.219999313354492
2015-10-12,30.739999771118164
2015-10-13,30.270000457763672
2015-10-14,30.110000610351562
2015-10-15,29.399999618530273
2015-10-16,29.329999923706055
2015-10-19,28.229999542236328
2015-10-20,28.229999542236328
2015-10-21,28.1200008392334
2015-10-22,28.030000686645508
2015-10-23,27.440000534057617
2015-10-26,27.780000686645508
